feature,direction,lag,bucket_type,bucket,label,extreme_deciles,coverage,rows,row_share,events,rate,base,lift,ci_low,ci_high,rho,rho_deciles,sufficient,pass_build,window,pass_holdout
dist_above_30w_sma,HIGH,12,drawdown,>30,launch_300,10,0.977658461118442,2152,0.10015824257656149,107,0.04972118959107807,0.028716373452480685,1.7314578274779633,1.4386527528246256,2.080143530676079,,1,True,False,build,
dist_above_30w_sma,HIGH,12,mst,0-12,win_50,10,0.9668083247946517,28837,0.10020327675174175,4494,0.1558414536879703,0.11865802595687754,1.3133663098744446,1.2784727961423503,1.3490324680702133,-0.15151515151515152,10,True,False,build,
dist_above_30w_sma,HIGH,12,mst,0-12,win_100,10,0.9668083247946517,28837,0.10020327675174175,1305,0.045254360717134234,0.027795055336449086,1.628144292909173,1.5439880282744955,1.7166588789822148,-0.296969696969697,10,True,False,build,
dist_above_30w_sma,HIGH,12,mst,0-12,launch_300,10,0.9668083247946517,28837,0.10020327675174175,422,0.01463397718209245,0.007057351842521327,2.073579085843661,1.8861527186181113,2.279326313185779,-0.06666666666666667,10,True,False,build,
dist_above_30w_sma,HIGH,12,mst,13-24,win_50,10,0.9827276210687653,3340,0.10017695929936114,515,0.15419161676646706,0.1213520890195255,1.2706136170565443,1.172968303716539,1.374806328781778,0.6848484848484848,10,True,False,build,
dist_above_30w_sma,HIGH,12,mst,13-24,win_100,10,0.9827276210687653,3340,0.10017695929936114,165,0.04940119760479042,0.02564410185657299,1.9264155898728859,1.65947008876056,2.2337333495804748,,2,True,False,build,
dist_above_30w_sma,HIGH,12,mst,13-24,launch_300,10,0.9827276210687653,3340,0.10017695929936114,23,0.0068862275449101795,0.0034192135808763986,2.0139799348671077,1.3433206827954505,3.016000199761352,,0,False,False,build,
dist_above_30w_sma,HIGH,12,mst,>24,win_50,10,0.9695974901757847,6010,0.10023850426138733,875,0.14559068219633944,0.09922110846106376,1.467335776171781,1.3797488378701348,1.5594859750256718,0.34545454545454546,10,True,False,build,
dist_above_30w_sma,HIGH,12,mst,>24,win_100,10,0.9695974901757847,6010,0.10023850426138733,248,0.04126455906821963,0.020664809780342578,1.996851628775823,1.7673541905443915,2.2547089929200803,0.1,5,True,False,build,
dist_above_30w_sma,HIGH,12,mst,>24,launch_300,10,0.9695974901757847,6010,0.10023850426138733,27,0.004492512479201331,0.003535867371616325,1.2705545788465764,0.8737441235331709,1.8463961278382384,,0,False,False,build,
atr_contraction,HIGH,0,all,ALL,win_50,10,0.9997636168152322,39413,0.1002018630382167,4555,0.11557100449090402,0.11704751154229463,0.9873854041667764,0.9607385603143097,1.0146724224381176,-0.1393939393939394,10,True,False,build,
atr_contraction,HIGH,0,all,ALL,win_100,10,0.9997636168152322,39413,0.1002018630382167,1157,0.0293557963108619,0.02727184900441353,1.0764138620051436,1.016968600724797,1.1392228638669735,-0.15151515151515152,10,True,False,build,
atr_contraction,HIGH,0,all,ALL,launch_300,10,0.9997636168152322,39413,0.1002018630382167,298,0.007560957044629945,0.006602497610185693,1.1451661918007563,1.0227104054350595,1.2821594400792657,-0.030303030303030304,10,True,False,build,
atr_contraction,HIGH,0,drawdown,0-10,win_50,10,0.9997435231371724,30465,0.10019964281368096,3098,0.10169046446742164,0.10231776426360745,0.9938691018055315,0.9611880538795123,1.0275317618362847,-0.12727272727272726,10,True,False,build,
atr_contraction,HIGH,0,drawdown,0-10,win_100,10,0.9997435231371724,30465,0.10019964281368096,727,0.023863449860495652,0.022516551935088128,1.0598181253191177,0.9863277817736029,1.138640588423228,-0.21212121212121213,10,True,False,build,
atr_contraction,HIGH,0,drawdown,0-10,launch_300,10,0.9997435231371724,30465,0.10019964281368096,186,0.006105366814377154,0.005387395861769552,1.1332686461194585,0.9820604771923084,1.3075935057465284,-0.21212121212121213,10,True,False,build,
atr_contraction,HIGH,0,drawdown,10-20,win_50,10,0.9998457742134484,3897,0.1001850994909764,303,0.07775211701308699,0.07995269679675047,0.9724764783199542,0.8724455460795517,1.0829090608550165,-0.38181818181818183,10,True,False,build,
atr_contraction,HIGH,0,drawdown,10-20,win_100,10,0.9998457742134484,3897,0.1001850994909764,74,0.018988965871182963,0.015527790631909096,1.2229019775782697,0.9758926445314904,1.5309230290327933,,0,False,False,build,
atr_contraction,HIGH,0,drawdown,10-20,launch_300,10,0.9998457742134484,3897,0.1001850994909764,31,0.007954837054144213,0.004318988122782663,1.8418288793577473,1.298884277035561,2.609156942375159,,0,False,False,build,
atr_contraction,HIGH,0,drawdown,20-30,win_50,10,0.9997889330566011,2849,0.10024277822736709,517,0.18146718146718147,0.18683367932162837,0.9712766034799933,0.8978418127918529,1.049302819915677,-0.10303030303030303,10,True,False,build,
atr_contraction,HIGH,0,drawdown,20-30,win_100,10,0.9997889330566011,2849,0.10024277822736709,122,0.04282204282204282,0.03923155413250765,1.0915204296370216,0.91719626577875,1.2972278724606592,-0.11904761904761904,8,True,False,build,
atr_contraction,HIGH,0,drawdown,20-30,launch_300,10,0.9997889330566011,2849,0.10024277822736709,22,0.007722007722007722,0.004820379296998698,1.6019502296874562,1.0590618635487732,2.4198671308166957,,0,False,False,build,
atr_contraction,HIGH,0,drawdown,>30,win_50,10,0.9998634936524549,2202,0.10020933830891053,637,0.28928247048138056,0.29625921543642486,0.9764505386110379,0.9138069297247736,1.04157145938709,-0.5757575757575758,10,True,False,build,
atr_contraction,HIGH,0,drawdown,>30,win_100,10,0.9998634936524549,2202,0.10020933830891053,234,0.10626702997275204,0.0983890051879494,1.0800701742003946,0.9561410036520845,1.2179375579383036,-0.15151515151515152,10,True,False,build,
atr_contraction,HIGH,0,drawdown,>30,launch_300,10,0.9998634936524549,2202,0.10020933830891053,59,0.026793823796548592,0.02976244652771457,0.9002560919042183,0.6998395155955808,1.156050209007646,,0,False,False,build,
atr_contraction,HIGH,0,mst,0-12,win_50,10,0.9997581173466816,29819,0.10020060955734846,3509,0.11767664911633523,0.1199456976474581,0.9810827017923393,0.9510011788865801,1.0119853762422504,-0.2606060606060606,10,True,False,build,
atr_contraction,HIGH,0,mst,0-12,win_100,10,0.9997581173466816,29819,0.10020060955734846,914,0.030651597974445822,0.028686830671420364,1.0684902185790388,1.0023693420194077,1.1388260209849708,-0.15151515151515152,10,True,False,build,
atr_contraction,HIGH,0,mst,0-12,launch_300,10,0.9997581173466816,29819,0.10020060955734846,249,0.008350380629799791,0.0075136175918116355,1.111366199805013,0.9820827910974648,1.2575067442682504,-0.12727272727272726,10,True,False,build,
atr_contraction,HIGH,0,mst,13-24,win_50,10,0.9998231497037757,3400,0.10023289407741517,401,0.11794117647058823,0.12148816367441997,0.9708038454401415,0.8850934642745287,1.0636125066163071,-0.44242424242424244,10,True,False,build,
atr_contraction,HIGH,0,mst,13-24,win_100,10,0.9998231497037757,3400,0.10023289407741517,101,0.029705882352941176,0.02588367088234427,1.1476688329090177,0.9468735841517001,1.3894750986091544,,2,True,False,build,
atr_contraction,HIGH,0,mst,13-24,launch_300,10,0.9998231497037757,3400,0.10023289407741517,19,0.005588235294117647,0.003685032870493205,1.5164682352941177,0.9716378989972482,2.364132333213059,,0,False,False,build,
atr_contraction,HIGH,0,mst,>24,win_50,10,0.9997574267833175,6194,0.10019087056387693,645,0.10413303196641911,0.10065995923781178,1.0345030214089608,0.961359460303384,1.1125216231089834,-0.3939393939393939,10,True,False,build,
atr_contraction,HIGH,0,mst,>24,win_100,10,0.9997574267833175,6194,0.10019087056387693,142,0.02292541168873103,0.021222218627672998,1.0802551840097026,0.918062686444442,1.2703141043510575,-0.15151515151515152,10,True,False,build,
atr_contraction,HIGH,0,mst,>24,launch_300,10,0.9997574267833175,6194,0.10019087056387693,30,0.004843396835647401,0.0038174112775387404,1.2687647422601425,0.8893055457556851,1.8090140532995973,,0,False,False,build,
atr_contraction,HIGH,3,all,ALL,win_50,10,0.9992654328989474,39391,0.1001958589815333,4743,0.12040821507450941,0.11707025487103831,1.0285124535446524,1.0013762926211405,1.0562809638066695,-0.28484848484848485,10,True,False,build,
atr_contraction,HIGH,3,all,ALL,win_100,10,0.9992654328989474,39391,0.1001958589815333,1211,0.030743063136249398,0.027265096403316886,1.1275611382950916,1.066697538537543,1.1917812677289108,-0.16363636363636364,10,True,False,build,
atr_contraction,HIGH,3,all,ALL,launch_300,10,0.9992654328989474,39391,0.1001958589815333,343,0.008707572795816304,0.00659815841684896,1.319697443695922,1.1877237124807463,1.4661924301502627,0.06666666666666667,10,True,False,build,
atr_contraction,HIGH,3,drawdown,0-10,win_50,10,0.9992437220711493,30450,0.10020040080160321,3296,0.10824302134646963,0.10232616299923328,1.0578235142783639,1.024202302747351,1.0924105857508568,-0.2727272727272727,10,True,False,build,
atr_contraction,HIGH,3,drawdown,0-10,win_100,10,0.9992437220711493,30450,0.10020040080160321,807,0.026502463054187193,0.02250477967429111,1.1776370814446557,1.1000861896246152,1.260495926168345,-0.2606060606060606,10,True,False,build,
atr_contraction,HIGH,3,drawdown,0-10,launch_300,10,0.9992437220711493,30450,0.10020040080160321,234,0.007684729064039409,0.005380218565209236,1.4283302752293578,1.2572162217557445,1.622529201749093,0.06666666666666667,10,True,False,build,
atr_contraction,HIGH,3,drawdown,10-20,win_50,10,0.9994345054493111,3896,0.1002006069646623,334,0.08572895277207392,0.07998559744869091,1.0718048687086104,0.9669347053761607,1.1868785990686932,-0.05454545454545454,10,True,False,build,
atr_contraction,HIGH,3,drawdown,10-20,win_100,10,0.9994345054493111,3896,0.1002006069646623,82,0.02104722792607803,0.015534180340517463,1.3548978745393476,1.093671501007354,1.6768654779440435,,0,False,False,build,
atr_contraction,HIGH,3,drawdown,10-20,launch_300,10,0.9994345054493111,3896,0.1002006069646623,22,0.005646817248459959,0.004320765392726711,1.3069020729441676,0.8637600776131148,1.9754450905658154,,0,False,False,build,
atr_contraction,HIGH,3,drawdown,20-30,win_50,10,0.9989798431069054,2845,0.10018311148672442,486,0.17082601054481547,0.18698499894358758,0.9135813648684877,0.84200641813657,0.9899039392270375,-0.6606060606060606,10,True,False,build,
atr_contraction,HIGH,3,drawdown,20-30,win_100,10,0.9989798431069054,2845,0.10018311148672442,110,0.03866432337434095,0.03926332840340869,0.984743905995098,0.8195829955475666,1.1815923059169475,-0.7387687194103584,7,True,False,build,
atr_contraction,HIGH,3,drawdown,20-30,launch_300,10,0.9989798431069054,2845,0.10018311148672442,23,0.008084358523725835,0.004824283400239453,1.6757636011442794,1.1179105524370367,2.5086059041804987,,0,False,False,build,
atr_contraction,HIGH,3,drawdown,>30,win_50,10,0.9996359830732129,2200,0.10014110792480313,627,0.285,0.2962811234011562,0.961924258718697,0.8995659820849681,1.0268123011288606,-0.34545454545454546,10,True,False,build,
atr_contraction,HIGH,3,drawdown,>30,win_100,10,0.9996359830732129,2200,0.10014110792480313,212,0.09636363636363636,0.09836587919340889,0.9796449455218543,0.861346570703118,1.1122484448666317,-0.09090909090909091,10,True,False,build,
atr_contraction,HIGH,3,drawdown,>30,launch_300,10,0.9996359830732129,2200,0.10014110792480313,64,0.02909090909090909,0.02976922026491875,0.9772143452877398,0.767480756095368,1.2420941166170698,,0,False,False,build,
atr_contraction,HIGH,3,mst,0-12,win_50,10,0.9992138813767154,29801,0.10019466699839627,3645,0.1223113318345022,0.11998413077318773,1.0193959071613703,0.9887973402638603,1.0508059011693625,-0.2727272727272727,10,True,False,build,
atr_contraction,HIGH,3,mst,0-12,win_100,10,0.9992138813767154,29801,0.10019466699839627,943,0.031643233448541995,0.028685644737771115,1.1031034420807893,1.0358974011165576,1.174518217759087,-0.18787878787878787,10,True,False,build,
atr_contraction,HIGH,3,mst,0-12,launch_300,10,0.9992138813767154,29801,0.10019466699839627,280,0.009395657863830073,0.0075109857412307395,1.2509220743495266,1.113276470487229,1.4054050312721338,0.04242424242424243,10,True,False,build,
atr_contraction,HIGH,3,mst,13-24,win_50,10,0.9993810239632152,3397,0.10018875715212647,400,0.1177509567265234,0.12154190998643308,0.9688094973961423,0.8831647333450123,1.0615591970905984,-0.6242424242424243,10,True,False,build,
atr_contraction,HIGH,3,mst,13-24,win_100,10,0.9993810239632152,3397,0.10018875715212647,104,0.030615248748896085,0.025895121807349732,1.1822786151253653,0.978227155179458,1.427279783767051,,2,True,False,build,
atr_contraction,HIGH,3,mst,13-24,launch_300,10,0.9993810239632152,3397,0.10018875715212647,25,0.0073594347954077126,0.003686663127470064,1.9962319693847512,1.3535041108167425,2.9408413372765305,,0,False,False,build,
atr_contraction,HIGH,3,mst,>24,win_50,10,0.9994501673755195,6193,0.10020549164280051,698,0.11270789601162604,0.10059382230636053,1.1204256228416478,1.0445047036126514,1.2011198904434157,-0.2,10,True,False,build,
atr_contraction,HIGH,3,mst,>24,win_100,10,0.9994501673755195,6193,0.10020549164280051,164,0.026481511383820443,0.021180201608336165,1.2502955294532123,1.0749010576169538,1.4534080497926345,-0.11515151515151516,10,True,False,build,
atr_contraction,HIGH,3,mst,>24,launch_300,10,0.9994501673755195,6193,0.10020549164280051,38,0.006135959954787664,0.003802404414025209,1.6137052471733702,1.1765803553901695,2.211859436612157,,0,False,False,build,
atr_contraction,HIGH,6,all,ALL,win_50,10,0.998073349956409,39335,0.10017291829546873,4910,0.1248252192703699,0.11703436209956936,1.0665689719757032,1.0389726530805008,1.0947913637110624,-0.030303030303030304,10,True,False,build,
atr_contraction,HIGH,6,all,ALL,win_100,10,0.998073349956409,39335,0.10017291829546873,1267,0.0322104995551036,0.027223808226225006,1.1831739074651155,1.120741752007559,1.2489619412927038,-0.15151515151515152,10,True,False,build,
atr_contraction,HIGH,6,all,ALL,launch_300,10,0.998073349956409,39335,0.10017291829546873,335,0.00851658828015762,0.006572932556771445,1.2957060195884436,1.1646640103839514,1.441351439756217,-0.45454545454545453,10,True,False,build,
atr_contraction,HIGH,6,drawdown,0-10,win_50,10,0.9979942194060917,30404,0.1001742935181921,3390,0.11149848704117879,0.10225659037069497,1.0903794722372475,1.056259977229046,1.1254589026266333,0.01818181818181818,10,True,False,build,
atr_contraction,HIGH,6,drawdown,0-10,win_100,10,0.9979942194060917,30404,0.1001742935181921,835,0.027463491645836075,0.02244729186092102,1.2234656998267068,1.1442500745426867,1.3080001048638712,-0.2,10,True,False,build,
atr_contraction,HIGH,6,drawdown,0-10,launch_300,10,0.9979942194060917,30404,0.1001742935181921,226,0.00743323246941192,0.005357301712293788,1.3874955842704066,1.2185273258409968,1.579694398157242,-0.2,10,True,False,build,
atr_contraction,HIGH,6,drawdown,10-20,win_50,10,0.9979179518815546,3890,0.10019833603791567,343,0.08817480719794345,0.08002987919532235,1.1017735886211004,0.9954499752601833,1.218250535888122,-0.04242424242424243,10,True,False,build,
atr_contraction,HIGH,6,drawdown,10-20,win_100,10,0.9979179518815546,3890,0.10019833603791567,74,0.019023136246786632,0.01553202998222703,1.224768189898835,0.9773849530788664,1.533251803117053,,0,False,False,build,
atr_contraction,HIGH,6,drawdown,10-20,launch_300,10,0.9979179518815546,3890,0.10019833603791567,25,0.006426735218508998,0.004275815882337789,1.5030430204106917,1.0189831116258947,2.2148645532829794,,0,False,False,build,
atr_contraction,HIGH,6,drawdown,20-30,win_50,10,0.9981355753333099,2841,0.10012687671812222,564,0.19852164730728616,0.18703742863184605,1.0614006445632067,0.9851786711278049,1.1419756887554573,0.7212121212121212,10,True,False,build,
atr_contraction,HIGH,6,drawdown,20-30,win_100,10,0.9981355753333099,2841,0.10012687671812222,141,0.04963041182682154,0.03926129555226616,1.264105300874537,1.0757350318805579,1.4834549373364148,0.2857142857142857,8,True,False,build,
atr_contraction,HIGH,6,drawdown,20-30,launch_300,10,0.9981355753333099,2841,0.10012687671812222,22,0.007743752199929602,0.004828363995206879,1.603804561465712,1.0602909057215641,2.422651904125057,,0,False,False,build,
atr_contraction,HIGH,6,drawdown,>30,win_50,10,0.9993629703781226,2200,0.10016846514592724,613,0.2786363636363636,0.2962254701088194,0.9406225721711426,0.8787241600546793,1.0051261161989742,-0.6606060606060606,10,True,False,build,
atr_contraction,HIGH,6,drawdown,>30,win_100,10,0.9993629703781226,2200,0.10016846514592724,217,0.09863636363636363,0.0983472203250922,1.0029400252525251,0.8832741410746927,1.136833185833665,-0.45454545454545453,10,True,False,build,
atr_contraction,HIGH,6,drawdown,>30,launch_300,10,0.9993629703781226,2200,0.10016846514592724,62,0.028181818181818183,0.029686290579611165,0.9493209704406024,0.7426372238182347,1.211411709188129,,0,False,False,build,
atr_contraction,HIGH,6,mst,0-12,win_50,10,0.9979977491475316,29757,0.1001686476879109,3737,0.12558389622609806,0.11994856413829784,1.046981238402344,1.0159940818974174,1.0787742193645002,-0.030303030303030304,10,True,False,build,
atr_contraction,HIGH,6,mst,0-12,win_100,10,0.9979977491475316,29757,0.1001686476879109,988,0.033202271734381825,0.02863981095301092,1.1593048497721055,1.0903041500384794,1.2325131990978837,-0.2606060606060606,10,True,False,build,
atr_contraction,HIGH,6,mst,0-12,launch_300,10,0.9979977491475316,29757,0.1001686476879109,286,0.009611183923110528,0.007483109984549044,1.284383624316024,1.1444739617946078,1.441210912335813,-0.40606060606060607,10,True,False,build,
atr_contraction,HIGH,6,mst,13-24,win_50,10,0.9986146726795767,3393,0.10014757969303424,454,0.13380489242558208,0.12163518299881937,1.100050899145528,1.009271148107655,1.1976399778332698,0.3586642707712381,10,True,False,build,
atr_contraction,HIGH,6,mst,13-24,win_100,10,0.9986146726795767,3393,0.10014757969303424,110,0.032419687592101384,0.025914994096812277,1.2510011567430466,1.0406713834537986,1.5021399353740197,,2,True,False,build,
atr_contraction,HIGH,6,mst,13-24,launch_300,10,0.9986146726795767,3393,0.10014757969303424,16,0.004715590922487474,0.0036894923258559624,1.278113763631005,0.7873046745425062,2.0725488490263553,,0,False,False,build,
atr_contraction,HIGH,6,mst,>24,win_50,10,0.9981402720054336,6185,0.10020738148472182,719,0.11624898949070331,0.10048281001911798,1.1569042452991276,1.0797679623424972,1.238781578824126,0.23636363636363636,10,True,False,build,
atr_contraction,HIGH,6,mst,>24,win_100,10,0.9981402720054336,6185,0.10020738148472182,169,0.02732417138237672,0.021126988756035126,1.2933301426863923,1.1144676743657207,1.4999668789043021,0.2,10,True,False,build,
atr_contraction,HIGH,6,mst,>24,launch_300,10,0.9981402720054336,6185,0.10020738148472182,33,0.005335489086499595,0.0037749910890768285,1.4133779287421804,1.007095152392334,1.9823322719813328,,0,False,False,build,
atr_contraction,HIGH,12,all,ALL,win_50,10,0.9830287040355439,38752,0.10019857686579514,4909,0.12667733278282411,0.11649842793314578,1.087373752850293,1.059264884928139,1.116117883403573,-0.12727272727272726,10,True,False,build,
atr_contraction,HIGH,12,all,ALL,win_100,10,0.9830287040355439,38752,0.10019857686579514,1237,0.03192093311312964,0.026844075790170445,1.1891239379087957,1.1256328791456176,1.2560716814482171,-0.3212121212121212,10,True,False,build,
atr_contraction,HIGH,12,all,ALL,launch_300,10,0.9830287040355439,38752,0.10019857686579514,324,0.008360858794384807,0.0063735934138672845,1.3117966979496603,1.1770050762486388,1.4618798555948804,-0.06666666666666667,10,True,False,build,
atr_contraction,HIGH,12,drawdown,0-10,win_50,10,0.9815007842273306,29908,0.10019598318229786,3414,0.114150060184566,0.10144893549305684,1.1251972199587883,1.0901603351777072,1.1612110134387696,0.006060606060606061,10,True,False,build,
atr_contraction,HIGH,12,drawdown,0-10,win_100,10,0.9815007842273306,29908,0.10019598318229786,835,0.02791895145111676,0.02191326487880869,1.2740662610305913,1.1915918527740557,1.3620740749753202,-0.09090909090909091,10,True,False,build,
atr_contraction,HIGH,12,drawdown,0-10,launch_300,10,0.9815007842273306,29908,0.10019598318229786,217,0.007255583790290223,0.00512906413842778,1.4146018833982235,1.239016063724774,1.614863240251681,0.24848484848484848,10,True,False,build,
atr_contraction,HIGH,12,drawdown,10-20,win_50,10,0.9848601686201933,3838,0.10016964635260342,358,0.09327774882751433,0.0798381834790552,1.168335059276303,1.058131846267806,1.2887259226372154,0.17629260766721871,10,True,False,build,
atr_contraction,HIGH,12,drawdown,10-20,win_100,10,0.9848601686201933,3838,0.10016964635260342,84,0.021886399166232414,0.015372569489755971,1.4237307029782595,1.1522634698266243,1.757395214174692,,0,False,False,build,
atr_contraction,HIGH,12,drawdown,10-20,launch_300,10,0.9848601686201933,3838,0.10016964635260342,23,0.005992704533611256,0.0040454130236199926,1.481357898098808,0.9879445801667313,2.2189777276696607,,0,False,False,build,
atr_contraction,HIGH,12,drawdown,20-30,win_50,10,0.9910296549055475,2823,0.10020587817691325,503,0.1781792419411973,0.18702967485446542,0.9526789910737162,0.8795580163518507,1.0304765447087596,-0.3939393939393939,10,True,False,build,
atr_contraction,HIGH,12,drawdown,20-30,win_100,10,0.9910296549055475,2823,0.10020587817691325,116,0.041091037902940136,0.03932983103790998,1.0447804330339616,0.873908828013798,1.2473644439094496,-0.023809523809523808,8,True,False,build,
atr_contraction,HIGH,12,drawdown,20-30,launch_300,10,0.9910296549055475,2823,0.10020587817691325,17,0.0060219624512929506,0.004862984523640494,1.2383264684512776,0.7738605598706927,1.978868905619011,,0,False,False,build,
atr_contraction,HIGH,12,drawdown,>30,win_50,10,0.9905810620193839,2183,0.10027560863573726,634,0.29042601923957856,0.2960955443270556,0.9808523795913163,0.9178261245091928,1.0463652830381274,-0.6242424242424243,10,True,False,build,
atr_contraction,HIGH,12,drawdown,>30,win_100,10,0.9905810620193839,2183,0.10027560863573726,202,0.09253321117727897,0.09848415250344511,0.939574630284218,0.8233074151659437,1.0703775052198299,-0.7538028741632801,10,True,False,build,
atr_contraction,HIGH,12,drawdown,>30,launch_300,10,0.9905810620193839,2183,0.10027560863573726,67,0.030691708657810353,0.02949012402388608,1.0407453231783979,0.8219770972352987,1.3154236806267474,,0,False,False,build,
atr_contraction,HIGH,12,mst,0-12,win_50,10,0.9820536509162985,29293,0.10020764702059023,3831,0.13078209811217698,0.11943637688447369,1.0949938496432923,1.063071574248105,1.1277268088732983,-0.12727272727272726,10,True,False,build,
atr_contraction,HIGH,12,mst,0-12,win_100,10,0.9820536509162985,29293,0.10020764702059023,968,0.03304543747653023,0.02821878538466012,1.1710439349559638,1.1006444888673577,1.2457829010045416,-0.3696969696969697,10,True,False,build,
atr_contraction,HIGH,12,mst,0-12,launch_300,10,0.9820536509162985,29293,0.10020764702059023,272,0.009285494828115932,0.007276197904372903,1.2761465466099358,1.1337887783893157,1.4361903211729397,-0.16363636363636364,10,True,False,build,
atr_contraction,HIGH,12,mst,13-24,win_50,10,0.9900963834114422,3364,0.10014587240629931,420,0.1248513674197384,0.1214611056533,1.0279123242638315,0.9394557329129619,1.1234148838876172,-0.24848484848484848,10,True,False,build,
atr_contraction,HIGH,12,mst,13-24,win_100,10,0.9900963834114422,3364,0.10014587240629931,98,0.029131985731272295,0.025750945193653063,1.1312977256637775,0.9306018637268969,1.3737074650836354,,1,False,False,build,
atr_contraction,HIGH,12,mst,13-24,launch_300,10,0.9900963834114422,3364,0.10014587240629931,23,0.006837098692033293,0.003572385460391176,1.9138748513674197,1.2765423852395896,2.8661319501435276,,0,False,False,build,
atr_contraction,HIGH,12,mst,>24,win_50,10,0.9838446237689409,6095,0.10018409546664914,658,0.10795734208367515,0.09964167132384365,1.08345575349499,1.007731505299049,1.1641364566284378,-0.11515151515151516,10,True,False,build,
atr_contraction,HIGH,12,mst,>24,win_100,10,0.9838446237689409,6095,0.10018409546664914,171,0.028055783429040197,0.020842236759919787,1.346102328277561,1.1610102054000715,1.5597194203483986,-0.18333333333333332,9,True,False,build,
atr_contraction,HIGH,12,mst,>24,launch_300,10,0.9838446237689409,6095,0.10018409546664914,29,0.00475799835931091,0.0035832867615634965,1.3278307531365008,0.9251160123304036,1.9046518980027565,,0,False,False,build,
inst_pct,LOWMID,0,all,ALL,win_50,3+4+5+6,0.45013712766471203,70809,0.39983173063349464,6523,0.09212105805759155,0.09697510403902945,0.949945441878729,0.9282077258742228,0.9721394943684127,0.3212121212121212,10,True,False,build,
inst_pct,LOWMID,0,all,ALL,win_100,3+4+5+6,0.45013712766471203,70809,0.39983173063349464,1474,0.020816562866302308,0.022287221127404756,0.9340133858458424,0.8879837205965088,0.9823757572728201,-0.7090909090909091,10,True,False,build,
inst_pct,LOWMID,0,all,ALL,launch_300,3+4+5+6,0.45013712766471203,70809,0.39983173063349464,423,0.005973816887683769,0.006798534136659571,0.8786919014602429,0.7990572086316721,0.9662106348060685,-1.0,5,True,False,build,
inst_pct,LOWMID,0,drawdown,0-10,win_50,3+4+5+6,0.5747153271230859,69884,0.39983293569740763,6367,0.09110812203079388,0.09567292013525343,0.9522874592099179,0.93022175238854,0.9748229995660753,0.3090909090909091,10,True,False,build,
inst_pct,LOWMID,0,drawdown,0-10,win_100,3+4+5+6,0.5747153271230859,69884,0.39983293569740763,1443,0.020648503233930512,0.022067363530778164,0.9357032254954827,0.8891062222201,0.9846881950826187,-0.696969696969697,10,True,False,build,
inst_pct,LOWMID,0,drawdown,0-10,launch_300,3+4+5+6,0.5747153271230859,69884,0.39983293569740763,409,0.005852555663671226,0.006642522442113935,0.8810742778324272,0.7999293072312965,0.970397266782185,-1.0,5,True,False,build,
inst_pct,LOWMID,0,drawdown,10-20,win_50,3+4+5+6,0.05947974501336623,925,0.39974070872947276,156,0.16864864864864865,0.19533275713050993,0.8633915331260464,0.7469296161829923,0.9938847613214284,,0,True,False,build,
inst_pct,LOWMID,0,drawdown,10-20,win_100,3+4+5+6,0.05947974501336623,925,0.39974070872947276,31,0.03351351351351351,0.03889369057908384,0.8616696696696696,0.6095859698948028,1.2129608693187972,,0,False,False,build,
inst_pct,LOWMID,0,drawdown,10-20,launch_300,3+4+5+6,0.05947974501336623,925,0.39974070872947276,14,0.015135135135135135,0.018582541054451167,0.8144814582023884,0.48630477988468845,1.3584823695861656,,0,False,False,build,
inst_pct,LOWMID,0,drawdown,20-30,win_50,3+4+5+6,0.0,0,,0,,,,,,,0,False,False,build,
inst_pct,LOWMID,0,drawdown,20-30,win_100,3+4+5+6,0.0,0,,0,,,,,,,0,False,False,build,
inst_pct,LOWMID,0,drawdown,20-30,launch_300,3+4+5+6,0.0,0,,0,,,,,,,0,False,False,build,
inst_pct,LOWMID,0,drawdown,>30,win_50,3+4+5+6,0.0,0,,0,,,,,,,0,False,False,build,
inst_pct,LOWMID,0,drawdown,>30,win_100,3+4+5+6,0.0,0,,0,,,,,,,0,False,False,build,
inst_pct,LOWMID,0,drawdown,>30,launch_300,3+4+5+6,0.0,0,,0,,,,,,,0,False,False,build,
inst_pct,LOWMID,0,mst,0-12,win_50,3+4+5+6,0.5710547091529068,67964,0.3998282181159292,6357,0.09353481254781944,0.09845690451398081,0.9500076506522461,0.9280060231327046,0.97247593742843,0.3212121212121212,10,True,False,build,
inst_pct,LOWMID,0,mst,0-12,win_100,3+4+5+6,0.5710547091529068,67964,0.3998282181159292,1433,0.021084691895709492,0.022619909049728503,0.9321298264001004,0.8855627509837108,0.9810901656152018,-0.6121212121212121,10,True,False,build,
inst_pct,LOWMID,0,mst,0-12,launch_300,3+4+5+6,0.5710547091529068,67964,0.3998282181159292,410,0.006032605497027838,0.0069065730102422,0.873458586202115,0.7931147436371461,0.9618870258937587,-0.9,5,True,False,build,
inst_pct,LOWMID,0,mst,13-24,win_50,3+4+5+6,0.20968550122321455,2845,0.39991565926342426,166,0.05834797891036907,0.061568737700309246,0.9476884063204694,0.8172253868411337,1.0974968330247987,,0,True,False,build,
inst_pct,LOWMID,0,mst,13-24,win_100,3+4+5+6,0.20968550122321455,2845,0.39991565926342426,41,0.014411247803163444,0.014337925217880236,1.005113890899066,0.7421548888704277,1.359408519244364,,0,False,False,build,
