system,date,equity,cash,positions
S-A_canslim,2022-03-22,105607.42884592089,95134.33284592089,1
S-A_canslim,2022-03-23,105431.89284592088,95134.33284592089,1
S-A_canslim,2022-03-24,105575.32084592088,95134.33284592089,1
S-A_canslim,2022-03-25,105689.95284592088,95134.33284592089,1
S-A_canslim,2022-03-28,105710.00884592088,95134.33284592089,1
S-A_canslim,2022-03-29,105957.67284592088,95134.33284592089,1
S-A_canslim,2022-03-30,105882.04884592089,95134.33284592089,1
S-A_canslim,2022-03-31,105616.16884592088,95134.33284592089,1
S-A_canslim,2022-04-01,105175.5808459209,95134.33284592089,1
S-A_canslim,2022-04-04,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-05,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-06,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-07,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-08,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-11,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-12,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-13,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-14,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-18,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-19,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-20,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-21,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-22,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-25,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-26,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-27,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-28,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-04-29,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-02,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-03,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-04,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-05,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-06,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-09,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-10,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-11,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-12,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-13,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-16,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-17,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-18,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-19,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-20,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-23,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-24,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-25,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-26,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-27,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-05-31,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-01,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-02,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-03,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-06,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-07,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-08,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-09,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-10,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-13,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-14,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-15,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-16,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-17,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-21,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-22,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-23,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-24,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-27,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-28,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-29,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-06-30,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-01,104777.52239307109,104777.52239307109,0
