flag,lag,bucket_type,bucket,rows_all,n_nn,n_true,k_nn,k_true,threshold,coverage,true_share,base,rate,lift,ci_low,ci_high,events,sufficient,passes
h9_rs6_top_decile,12,drawdown,20-30,28427,24312,2157,367,58,launch_200,0.8552432546522672,0.08872161895360316,0.015095426127015466,0.02688919796012981,1.7812811466121958,1.3817602794732617,2.292236795674383,58,False,False
h9_rs6_top_decile,12,drawdown,>30,21977,20077,1915,1596,241,launch_200,0.9135459798880647,0.09538277631120187,0.07949394829904867,0.12584856396866842,1.5831213150369396,1.4056201810178017,1.7794676355491539,241,True,False
h9_rs6_top_decile,12,mst,0-12,297665,260388,23565,4958,963,launch_200,0.874768615725732,0.09049956219180608,0.019040816013026714,0.04086569064290261,2.146215299540969,2.0173440253004,2.2829469284091966,963,True,True
h9_rs6_top_decile,12,mst,13-24,33927,29399,2735,292,62,launch_200,0.8665369764494355,0.09303037518282935,0.0099323106228103,0.0226691042047532,2.2823595702586963,1.7844874781305426,2.915043659842307,62,False,False
h9_rs6_top_decile,12,mst,>24,61837,27470,2410,417,67,launch_200,0.44423241748467746,0.08773207135056425,0.015180196578085184,0.02780082987551867,1.8313880016318893,1.446025722896582,2.3157571356163604,67,False,False
h9_rs12_top_decile,0,all,ALL,393429,389343,39007,7218,1237,launch_200,0.9896143903982675,0.10018672481590782,0.018538923263035422,0.0317122567744251,1.7105770558776658,1.6192349248719589,1.806893912712165,1237,True,False
h9_rs12_top_decile,0,drawdown,0-10,304121,300669,30122,4407,920,launch_200,0.9886492547374236,0.10018325800132372,0.014657314189357732,0.030542460659982736,2.0837692544080664,1.9552219305243583,2.2204848263663446,920,True,True
h9_rs12_top_decile,0,drawdown,10-20,38904,38548,3861,535,134,launch_200,0.9908492699979436,0.10016083843519767,0.013878800456573623,0.03470603470603471,2.5006508894359363,2.1168613241997973,2.951085825607074,134,True,True
h9_rs12_top_decile,0,drawdown,20-30,28427,28261,2833,488,93,launch_200,0.9941604812326309,0.10024415271929514,0.01726761261101872,0.032827391457818565,1.9010961270274802,1.5562444006539438,2.3192195408465675,93,False,False
h9_rs12_top_decile,0,drawdown,>30,21977,21865,2191,1788,90,launch_200,0.9949037630249806,0.10020580836954036,0.08177452549737023,0.041077133728890915,0.5023218842182325,0.41013415233370587,0.6141542841269779,90,False,False
h9_rs12_top_decile,0,mst,0-12,297665,294396,29496,6111,1019,launch_200,0.9890178556430888,0.10019157868992785,0.02075775486079974,0.034547057228098726,1.664296426071568,1.566774999820353,1.7676577051741222,1019,True,False
h9_rs12_top_decile,0,mst,13-24,33927,33730,3381,392,102,launch_200,0.9941934152739705,0.10023717758671806,0.011621701749184702,0.030168589174800354,2.595883961392898,2.143814154133464,3.1397151991618593,102,True,True
h9_rs12_top_decile,0,mst,>24,61837,61217,6130,715,116,launch_200,0.9899736403771205,0.10013558325301795,0.011679762157570609,0.01892332789559543,1.6201809283701616,1.352896032448009,1.9390568232175451,116,True,False
h9_rs12_top_decile,3,all,ALL,393429,358858,34670,6370,1156,launch_200,0.9121289991332616,0.09661203038527774,0.017750753780046705,0.033342947793481396,1.8783961631512003,1.7748132874891407,1.9878041639423032,1156,True,False
h9_rs12_top_decile,3,drawdown,0-10,304121,275744,26738,3858,862,launch_200,0.9066917444043654,0.09696675176975746,0.013991238249970988,0.03223876131348642,2.3042107308517368,2.1576264193422814,2.4604001658701993,862,True,True
h9_rs12_top_decile,3,drawdown,10-20,38904,36221,3486,486,106,launch_200,0.9310353691137158,0.09624251125037961,0.013417630656249136,0.030407343660355707,2.266223034406881,1.8784293169834765,2.7310655644852426,106,True,True
h9_rs12_top_decile,3,drawdown,20-30,28427,26656,2471,439,79,launch_200,0.9377000738734302,0.09269957983193278,0.01646908763505402,0.03197086199919061,1.9412649144656604,1.5622220222304384,2.4085308739836164,79,False,False
h9_rs12_top_decile,3,drawdown,>30,21977,20237,1975,1587,109,launch_200,0.9208263184238067,0.09759351682561644,0.07842071453278648,0.05518987341772152,0.7037665207022246,0.5860097397493989,0.8435454180962548,109,True,False
h9_rs12_top_decile,3,mst,0-12,297665,277066,26782,5441,970,launch_200,0.9307980447818857,0.09666288898673962,0.019637920206737745,0.03621835561197819,1.8443070972226336,1.7337096382516313,1.9616784589157317,970,True,False
h9_rs12_top_decile,3,mst,13-24,33927,31447,2987,338,83,launch_200,0.9269018775606449,0.09498521321588704,0.010748243075651096,0.02778707733511885,2.5852669259097114,2.090753814607197,3.1926382531469413,83,False,False
h9_rs12_top_decile,3,mst,>24,61837,50345,4901,591,103,launch_200,0.8141565729255947,0.09734829675240839,0.011739000893832556,0.021016119159355234,1.7902817581687633,1.4787937738388215,2.1656830029710537,103,True,False
h9_rs12_top_decile,6,all,ALL,393429,342121,32542,6015,1161,launch_200,0.8695876511390873,0.09511839378465514,0.017581498943356297,0.03567697129862946,2.0292337651967434,1.9176914112941397,2.147010524001667,1161,True,True
h9_rs12_top_decile,6,drawdown,0-10,304121,261023,24875,3548,804,launch_200,0.8582866687930133,0.09529811549173828,0.013592671910138188,0.032321608040201004,2.377870094553942,2.221421447963111,2.544943975122732,804,True,True
h9_rs12_top_decile,6,drawdown,10-20,38904,35720,3353,476,94,launch_200,0.9181575159366646,0.09386898096304591,0.013325867861142216,0.028034595884282733,2.103772615518024,1.723303332854261,2.565302536066965,94,False,False
h9_rs12_top_decile,6,drawdown,20-30,28427,25558,2386,404,60,launch_200,0.899074823231435,0.09335628765944128,0.015807183660693325,0.025146689019279127,1.5908393018681581,1.239083996596615,2.0391690174054746,60,False,False
h9_rs12_top_decile,6,drawdown,>30,21977,19820,1928,1587,203,launch_200,0.9018519361150293,0.09727547931382442,0.08007063572149344,0.10529045643153527,1.314969657512936,1.1535586606893926,1.4959853025184084,203,True,False
h9_rs12_top_decile,6,mst,0-12,297665,269235,25674,5196,1012,launch_200,0.9044899467522215,0.09535907292885397,0.01929912529945958,0.03941730934018852,2.0424402001935444,1.922636421534618,2.16938462739954,1012,True,True
h9_rs12_top_decile,6,mst,13-24,33927,30829,2890,315,65,launch_200,0.9086862970495475,0.0937429044081871,0.010217652210580946,0.02249134948096886,2.2012248036469493,1.7309124720626563,2.7956113621422305,65,False,False
h9_rs12_top_decile,6,mst,>24,61837,42057,3978,504,84,launch_200,0.6801267849345861,0.09458591910977958,0.011983736357800128,0.021116138763197588,1.7620663650075417,1.4259920685570127,2.1752452414228953,84,False,False
h9_rs12_top_decile,12,all,ALL,393429,314533,29466,5500,1116,launch_200,0.7994657231673313,0.09368174404593477,0.017486241507250432,0.037874160048869884,2.165940578663853,2.044700010740311,2.2940710346444866,1116,True,True
h9_rs12_top_decile,12,drawdown,0-10,304121,236870,22217,3175,723,launch_200,0.778867621768967,0.09379406425465445,0.013403976864947017,0.03254264752216771,2.4278352499451548,2.259708841124302,2.608019623496941,723,True,True
h9_rs12_top_decile,12,drawdown,10-20,38904,33636,3080,411,87,launch_200,0.8645897594077729,0.0915685574979189,0.012219051016767749,0.028246753246753246,2.311697791259835,1.8788307244421067,2.8407507909766516,87,False,False
h9_rs12_top_decile,12,drawdown,20-30,28427,24186,2181,361,47,launch_200,0.8508108488408908,0.09017613495410567,0.014925990242288927,0.021549747822099955,1.443773409488392,1.0883284997995952,1.9119380364420195,47,False,False
h9_rs12_top_decile,12,drawdown,>30,21977,19841,1988,1553,259,launch_200,0.9028074805478454,0.10019656267325236,0.07827226450279724,0.13028169014084506,1.6644681352765658,1.4844966053865516,1.8626590822223381,259,True,False
h9_rs12_top_decile,12,mst,0-12,297665,257873,24293,4799,996,launch_200,0.866319520266071,0.09420528709868811,0.018609935898678806,0.040999464866422426,2.2030954372783813,2.0729623060061257,2.3410276719708873,996,True,True
h9_rs12_top_decile,12,mst,13-24,33927,29311,2689,289,43,launch_200,0.8639431721048133,0.0917403022755962,0.009859779604926478,0.015991074748977315,1.6218491071531975,1.2062785753762257,2.177475588520382,43,False,False
h9_rs12_top_decile,12,mst,>24,61837,27349,2484,412,77,launch_200,0.44227566020343806,0.09082598998135215,0.01506453618048192,0.030998389694041867,2.0577062129668713,1.6511520987220327,2.560404297560644,77,False,False
h10_sponsorship,0,all,ALL,393429,170201,8103,3187,249,launch_200,0.432609187426448,0.04760841593175128,0.018724919360050763,0.030729359496482783,1.641094356969208,1.4519859680426093,1.8539535289366216,249,True,False
h10_sponsorship,0,drawdown,0-10,304121,167888,8005,3063,238,launch_200,0.5520434300821054,0.04768059658820166,0.018244305727627943,0.029731417863835104,1.62962725508441,1.437729265658961,1.8462524542114647,238,True,False
h10_sponsorship,0,drawdown,10-20,38904,2313,98,124,11,launch_200,0.05945404071560765,0.04236921746649373,0.05361003026372676,0.11224489795918367,2.093729427254773,1.190872283836781,3.542235165485873,11,False,False
h10_sponsorship,0,drawdown,20-30,28427,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,0,drawdown,>30,21977,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,0,mst,0-12,297665,163092,7755,3108,243,launch_200,0.5479045235415652,0.04754984916488853,0.019056728717533663,0.031334622823984526,1.6442813081110952,1.452670300886579,1.8602448307119566,243,True,False
h10_sponsorship,0,mst,13-24,33927,7109,348,79,6,launch_200,0.209538125976361,0.048952032634688426,0.01111267407511605,0.017241379310344827,1.5515058926233085,0.7131701708870182,3.3384580228262726,6,False,False
h10_sponsorship,0,mst,>24,61837,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,3,all,ALL,393429,162716,8160,3121,271,launch_200,0.4135841536846547,0.05014872538656309,0.019180658324934242,0.03321078431372549,1.7314725986517643,1.5399525043070539,1.9458955112750103,271,True,False
h10_sponsorship,3,drawdown,0-10,304121,160411,8051,2999,261,launch_200,0.527457821064642,0.0501898248873207,0.018695725355493076,0.03241833312631971,1.7339970774011577,1.538702141721682,1.9531472834497747,261,True,False
h10_sponsorship,3,drawdown,10-20,38904,2305,109,122,10,launch_200,0.05924840633353897,0.0472885032537961,0.052928416485900215,0.09174311926605505,1.733343359903745,0.9559597256912282,3.035899648398014,10,False,False
h10_sponsorship,3,drawdown,20-30,28427,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,3,drawdown,>30,21977,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,3,mst,0-12,297665,155595,7819,3041,266,launch_200,0.5227184922647943,0.0502522574632861,0.019544329830650086,0.03401969561324977,1.740642729017954,1.5464783589918192,1.9582228684911598,266,True,False
h10_sponsorship,3,mst,13-24,33927,7121,341,80,5,launch_200,0.2098918265688095,0.047886532790338436,0.011234377194214296,0.01466275659824047,1.3051686217008798,0.558899447283153,3.0139391048686366,5,False,False
h10_sponsorship,3,mst,>24,61837,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,6,all,ALL,393429,154609,8018,3011,294,launch_200,0.3929781485350597,0.051859852919299655,0.019474933542031836,0.03666749812920928,1.8828047885283685,1.6827053525414462,2.1056902664309125,294,True,False
h10_sponsorship,6,drawdown,0-10,304121,152309,7913,2889,282,launch_200,0.5008171089796496,0.05195359433782639,0.01896801896145336,0.035637558448123344,1.8788234301402624,1.6750847438653447,2.1063200873944496,282,True,False
h10_sponsorship,6,drawdown,10-20,38904,2300,105,122,12,launch_200,0.05911988484474604,0.04565217391304348,0.05304347826086957,0.11428571428571428,2.154566744730679,1.255517585516633,3.56690916170914,12,False,False
h10_sponsorship,6,drawdown,20-30,28427,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,6,drawdown,>30,21977,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,6,mst,0-12,297665,147538,7611,2932,285,launch_200,0.4956511514622142,0.05158670986457726,0.019872846317558868,0.037445802128498226,1.884269697965338,1.6811191922703748,2.1109039765393978,285,True,False
h10_sponsorship,6,mst,13-24,33927,7071,407,79,9,launch_200,0.20841807410027413,0.05755904398246359,0.011172394286522416,0.022113022113022112,1.9792554349516374,1.045119167311075,3.7132828018591315,9,False,False
h10_sponsorship,6,mst,>24,61837,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,12,all,ALL,393429,137584,7360,2746,269,launch_200,0.34970477519450777,0.053494592394464476,0.019958716129782533,0.03654891304347826,1.8312256562905727,1.6282564089456995,2.058421536536106,269,True,False
h10_sponsorship,12,drawdown,0-10,304121,135315,7235,2630,257,launch_200,0.44493803453230785,0.05346783431253002,0.019436130510290802,0.035521769177608846,1.8276152837521449,1.6205507702267066,2.060043501332301,257,True,False
h10_sponsorship,12,drawdown,10-20,38904,2269,125,116,12,launch_200,0.0583230516142299,0.05509034817100044,0.05112384310268841,0.096,1.877793103448276,1.0909044096303888,3.1359069052193735,12,False,False
h10_sponsorship,12,drawdown,20-30,28427,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,12,drawdown,>30,21977,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h10_sponsorship,12,mst,0-12,297665,130695,6977,2677,262,launch_200,0.439067407992206,0.05338383258732163,0.02048280347373656,0.037551956428264296,1.833340659466568,1.6276847662328209,2.0638445824309724,262,True,False
h10_sponsorship,12,mst,13-24,33927,6889,383,69,7,launch_200,0.20305361511480532,0.055595877485847,0.010015967484395413,0.018276762402088774,1.824762553449124,0.8866692840518169,3.718063628326912,7,False,False
h10_sponsorship,12,mst,>24,61837,0,0,0,0,launch_200,0.0,,,,,,,0,False,False
h11_insider_cluster,0,all,ALL,393429,324130,13058,7167,503,launch_200,0.8238589427825606,0.04028630487767254,0.022111498472834973,0.038520447235411245,1.7421002598596131,1.5988521081650906,1.8976243885029231,503,True,False
h11_insider_cluster,0,drawdown,0-10,304121,242153,8685,4351,212,launch_200,0.7962389969781765,0.03586575429583776,0.01796797892241682,0.024409902130109382,1.3585224156544191,1.1892596308739638,1.5511896205863247,212,True,False
h11_insider_cluster,0,drawdown,10-20,38904,31573,1598,524,55,launch_200,0.8115617931318116,0.050612865422988,0.016596458999778293,0.0344180225281602,2.073817223819851,1.5989911003367523,2.68319448610301,55,False,False
h11_insider_cluster,0,drawdown,20-30,28427,28427,1151,491,28,launch_200,1.0,0.040489675308685406,0.017272311534808456,0.02432667245873154,1.4084201995608177,0.977500665619161,2.022555209458602,28,False,False
h11_insider_cluster,0,drawdown,>30,21977,21977,1624,1801,208,launch_200,1.0,0.07389543613778041,0.0819493106429449,0.12807881773399016,1.5629029302275965,1.3752284044067884,1.7719974669961427,208,True,False
h11_insider_cluster,0,mst,0-12,297665,261673,10663,6234,422,launch_200,0.8790855491912049,0.04074933218176885,0.02382362719883213,0.03957610428584826,1.6612123735628443,1.512716923676046,1.8236278580579917,422,True,False
h11_insider_cluster,0,mst,13-24,33927,33927,1047,393,16,launch_200,1.0,0.030860376691130956,0.011583694402688124,0.015281757402101241,1.319247285956969,0.8139090550288174,2.1305219924138634,16,False,False
h11_insider_cluster,0,mst,>24,61837,28530,1348,540,65,launch_200,0.46137425813024563,0.04724851033999299,0.01892744479495268,0.04821958456973294,2.5476013847675567,2.0082727835553524,3.2225849952458097,65,False,False
h11_insider_cluster,3,all,ALL,393429,316750,12826,7134,493,launch_200,0.8051007932816341,0.04049250197316496,0.02252249408050513,0.03843754872914393,1.7066293187491364,1.564935565737337,1.8605951717331572,493,True,False
h11_insider_cluster,3,drawdown,0-10,304121,237276,8642,4329,214,launch_200,0.7802026167216338,0.03642171985367252,0.01824457593688363,0.02476278639203888,1.3572684000825634,1.188927486815673,1.5487563598726184,214,True,False
h11_insider_cluster,3,drawdown,10-20,38904,29079,1429,513,34,launch_200,0.7474552745219001,0.04914199250318099,0.017641597028783658,0.023792862141357594,1.3486796066443225,0.9679259221896913,1.8741724512929614,34,False,False
h11_insider_cluster,3,drawdown,20-30,28427,28421,917,491,18,launch_200,0.9997889330566011,0.032264874564582526,0.01727595791844059,0.019629225736095966,1.1362163434736934,0.720766368429146,1.7836597880262932,18,False,False
h11_insider_cluster,3,drawdown,>30,21977,21974,1838,1801,227,launch_200,0.9998634936524549,0.0836443069081642,0.08196049877127515,0.1235038084874864,1.5068698987806919,1.3328708931715723,1.7000304234208317,227,True,False
h11_insider_cluster,3,mst,0-12,297665,254302,10408,6201,426,launch_200,0.8543228125577411,0.040927715865388396,0.024384393359077,0.04093005380476557,1.6785348399708908,1.529256635000676,1.8417050695623896,426,True,False
h11_insider_cluster,3,mst,13-24,33927,33921,1140,393,7,launch_200,0.9998231497037757,0.03360749977889803,0.011585743344830635,0.0061403508771929825,0.5299919646444355,0.2569988137651965,1.089297405768917,7,False,False
h11_insider_cluster,3,mst,>24,61837,28527,1278,540,60,launch_200,0.46132574348690913,0.044799663476706275,0.018929435271847723,0.046948356807511735,2.4801773604590505,1.935979375033488,3.167825798475689,60,False,False
h11_insider_cluster,6,all,ALL,393429,309486,12812,7088,381,launch_200,0.7866374873229985,0.04139767226950492,0.022902489934924358,0.0297377458632532,1.2984503408909114,1.1760501104749608,1.4331599598019868,381,True,False
h11_insider_cluster,6,drawdown,0-10,304121,237177,9045,4326,188,launch_200,0.7798770883957372,0.03813607558911699,0.018239542620068556,0.020784964068546158,1.1395551139356386,0.989165517546759,1.3122521484900262,188,True,False
h11_insider_cluster,6,drawdown,10-20,38904,24318,752,490,25,launch_200,0.6250771128932757,0.03092359569043507,0.020149683362118594,0.03324468085106383,1.6498860182370823,1.122498233869905,2.4127334691697353,25,False,False
h11_insider_cluster,6,drawdown,20-30,28427,26022,1269,471,28,launch_200,0.9153973335209484,0.048766428406732766,0.018100069172238876,0.02206461780929866,1.2190349992220164,0.8458150947676989,1.7516374718309107,28,False,False
h11_insider_cluster,6,drawdown,>30,21977,21969,1746,1801,140,launch_200,0.9996359830732129,0.07947562474395739,0.08197915244207747,0.08018327605956473,0.9780934990297487,0.8337126662395445,1.144958860784929,140,True,False
h11_insider_cluster,6,mst,0-12,297665,247056,10548,6155,332,launch_200,0.8299800110862883,0.042694773654556054,0.024913379962437667,0.03147516116799393,1.26338382088057,1.1363369035561521,1.404123715736501,332,True,False
h11_insider_cluster,6,mst,13-24,33927,33907,1142,393,9,launch_200,0.9994104990125858,0.03368036098740673,0.011590527029816852,0.00788091068301226,0.6799441183941392,0.358193748674658,1.2863821727076181,9,False,False
h11_insider_cluster,6,mst,>24,61837,28523,1122,540,40,launch_200,0.46126105729579375,0.039336675665252605,0.018932089892367564,0.035650623885918005,1.8830791575889614,1.388592243471385,2.5449428698141867,40,False,False
h11_insider_cluster,12,all,ALL,393429,296069,13412,5798,295,launch_200,0.7525347648495663,0.04530025095501387,0.019583272818160632,0.021995228153892037,1.1231640573119457,1.00322797551131,1.2570784670541804,295,True,False
h11_insider_cluster,12,drawdown,0-10,304121,235512,9715,4225,216,launch_200,0.7744022938238398,0.04125055198885832,0.017939637895308943,0.022233659289758106,1.239359424059056,1.0861478983015695,1.4136239291450616,216,True,False
h11_insider_cluster,12,drawdown,10-20,38904,24220,1174,483,18,launch_200,0.6225580917129344,0.04847233691164327,0.019942196531791908,0.015332197614991482,0.7688319383749351,0.48741210855796685,1.2087814270625983,18,False,False
h11_insider_cluster,12,drawdown,20-30,28427,25929,1871,469,31,launch_200,0.9121257958982657,0.07215858691040919,0.01808785529715762,0.016568679850347406,0.9160113002977781,0.6466694073088743,1.294877205404689,31,False,False
h11_insider_cluster,12,drawdown,>30,21977,10408,652,621,30,launch_200,0.47358602175001135,0.06264411990776327,0.05966564181398924,0.046012269938650305,0.7711686079250762,0.5433254096861723,1.0881465696042487,30,False,False
h11_insider_cluster,12,mst,0-12,297665,233914,10800,4874,249,launch_200,0.7858297078931014,0.04617081491488325,0.020836717768068606,0.023055555555555555,1.1064869146947522,0.9785655435100439,1.2506857395219904,249,True,False
h11_insider_cluster,12,mst,13-24,33927,33783,1603,393,27,launch_200,0.9957555928906181,0.047449900837699434,0.011633069887221384,0.01684341859014348,1.4478911201801965,0.9972741736628025,2.0970931934717614,27,False,False
h11_insider_cluster,12,mst,>24,61837,28372,1009,531,19,launch_200,0.45881915358118924,0.0355632313548569,0.018715635133229946,0.018830525272547076,1.0061387251086735,0.6458665013010381,1.5614305270066042,19,False,False
h13_stage2,0,all,ALL,393429,392969,9730,7388,84,launch_200,0.9988307928495358,0.02476022281655805,0.018800465176642432,0.008633093525179856,0.4591957403216571,0.37121287271008374,0.567807657746953,84,False,False
h13_stage2,0,drawdown,0-10,304121,303755,8180,4554,63,launch_200,0.998796531643655,0.026929597866701783,0.014992345805007325,0.007701711491442543,0.5137095683098659,0.40185377938611727,0.6563921052339472,63,False,False
h13_stage2,0,drawdown,10-20,38904,38858,633,542,7,launch_200,0.9988176023031051,0.01629008183643008,0.013948221730403006,0.011058451816745656,0.7928216248987134,0.384767679990151,1.6237709654760462,7,False,False
h13_stage2,0,drawdown,20-30,28427,28388,752,491,11,launch_200,0.9986280648679072,0.026490066225165563,0.017296040580526983,0.014627659574468085,0.8457230142566192,0.473353887530061,1.5033409258275467,11,False,False
h13_stage2,0,drawdown,>30,21977,21968,165,1801,3,launch_200,0.9995904809573645,0.007510924981791697,0.081982884195193,0.01818181818181818,0.2217757811316945,0.07565494386061004,0.635324743791308,3,False,False
h13_stage2,0,mst,0-12,297665,297307,7434,6260,56,launch_200,0.9987973056960006,0.025004456672732225,0.02105567645565022,0.007532956685499058,0.35776369860953167,0.2757402720976046,0.4639465861374312,56,False,False
h13_stage2,0,mst,13-24,33927,33892,719,393,11,launch_200,0.9989683732720253,0.02121444588693497,0.011595656792163343,0.015299026425591099,1.3193755817204416,0.7385379363745157,2.3444982469408635,11,False,False
h13_stage2,0,mst,>24,61837,61770,1577,735,17,launch_200,0.9989165062988179,0.025530192650153796,0.011898980087421079,0.01077996195307546,0.9059568025054029,0.5665457038196434,1.4451848701124754,17,False,False
h13_stage2,3,all,ALL,393429,391838,9509,7337,98,launch_200,0.9959560683121986,0.024267682052276706,0.018724574951893384,0.010306025870228205,0.5504010583260842,0.4520616444562131,0.6698621647905899,98,False,False
h13_stage2,3,drawdown,0-10,304121,302812,7825,4511,73,launch_200,0.9956957921353672,0.02584111593992312,0.01489703182172437,0.009329073482428115,0.62623706481069,0.4985383256526695,0.7862593699329908,73,False,False
h13_stage2,3,drawdown,10-20,38904,38741,849,539,11,launch_200,0.9958101994653507,0.02191476730079244,0.01391290880462559,0.012956419316843345,0.9312516526045047,0.5210855382905136,1.656778608090311,11,False,False
h13_stage2,3,drawdown,20-30,28427,28339,600,490,6,launch_200,0.9969043514968164,0.021172236141007092,0.017290659515155793,0.01,0.5783469387755102,0.26551457720769345,1.2517477960499055,6,False,False
h13_stage2,3,drawdown,>30,21977,21946,235,1797,8,launch_200,0.9985894344087,0.010708101704182994,0.08188280324432698,0.03404255319148936,0.41574728566523406,0.21187527218056584,0.8026694216934765,8,False,False
h13_stage2,3,mst,0-12,297665,296419,7023,6218,71,launch_200,0.9958140863050745,0.023692813213727865,0.02097706287383737,0.010109639755090417,0.48193781064074404,0.3824737875924539,0.6069359153761557,71,False,False
h13_stage2,3,mst,13-24,33927,33842,842,393,8,launch_200,0.9974946208034898,0.0248803262218545,0.011612788842267005,0.009501187648456057,0.8181658839670481,0.41524089433276246,1.604743916592872,8,False,False
h13_stage2,3,mst,>24,61837,61577,1644,726,19,launch_200,0.9957953975775021,0.026698280202023483,0.011790116439579713,0.011557177615571776,0.980242873325156,0.6285948162027877,1.5250461271908542,19,False,False
h13_stage2,6,all,ALL,393429,388531,9309,7175,130,launch_200,0.9875504856022307,0.023959478136879684,0.018466994911602936,0.01396498012675905,0.7562129189727972,0.6375578114812779,0.896580800248085,130,True,False
h13_stage2,6,drawdown,0-10,304121,299985,7447,4371,98,launch_200,0.9864001499403198,0.024824574562061438,0.014570728536426821,0.01315966160870149,0.9031574211133188,0.7419638200134223,1.0988039513341146,98,False,False
h13_stage2,6,drawdown,10-20,38904,38470,1051,533,11,launch_200,0.988844334772774,0.027319989602287497,0.013854951910579673,0.010466222645099905,0.7554138558292558,0.42252706845348836,1.3456461762136713,11,False,False
h13_stage2,6,drawdown,20-30,28427,28239,524,487,10,launch_200,0.9933865691068351,0.018555897871737666,0.01724565317468749,0.019083969465648856,1.106595921438312,0.6029596998706355,2.016125825679187,10,False,False
h13_stage2,6,drawdown,>30,21977,21837,287,1784,11,launch_200,0.9936297037812258,0.013142830974950772,0.0816962036909832,0.03832752613240418,0.4691469664536491,0.26358613634183325,0.8239879166380862,11,False,False
h13_stage2,6,mst,0-12,297665,293748,6801,6074,93,launch_200,0.9868409117632237,0.023152498059561256,0.020677587592085732,0.013674459638288486,0.6613179403733893,0.5404905701179004,0.8086996427036476,93,False,False
h13_stage2,6,mst,13-24,33927,33694,874,390,12,launch_200,0.9931323134966251,0.025939336380364456,0.011574761085059655,0.013729977116704805,1.1861996127442351,0.6800399089998556,2.060044016515698,12,False,False
h13_stage2,6,mst,>24,61837,61089,1634,711,25,launch_200,0.9879036822614292,0.026747859680138812,0.011638756568285617,0.015299877600979192,1.314562901218309,0.8922414037018639,1.932237751365228,25,False,False
h13_stage2,12,all,ALL,393429,379718,9471,6773,135,launch_200,0.9651500016521405,0.02494219394392681,0.017836921083540944,0.014254038644282548,0.7991311155957006,0.6759059236533015,0.9444385686253847,135,True,False
h13_stage2,12,drawdown,0-10,304121,292590,7865,4071,97,launch_200,0.9620841704453161,0.02688061792952596,0.013913667589459654,0.012333121424030515,0.8864033400778895,0.7274167100612005,1.0796113112640455,97,False,False
h13_stage2,12,drawdown,10-20,38904,37768,847,512,8,launch_200,0.9707999177462472,0.022426392713408176,0.013556449904681212,0.009445100354191263,0.6967237308146399,0.35360247009375567,1.3665976917730565,8,False,False
h13_stage2,12,drawdown,20-30,28427,27958,378,477,8,launch_200,0.9835016005909875,0.013520280420630946,0.017061306245081908,0.021164021164021163,1.2404689805109093,0.6308017720972077,2.414835945400199,8,False,False
h13_stage2,12,drawdown,>30,21977,21402,381,1713,22,launch_200,0.9738362833871775,0.017802074572469864,0.08003924866834876,0.05774278215223097,0.7214308369072079,0.48024398226768766,1.072928040521742,22,False,False
h13_stage2,12,mst,0-12,297665,286668,7120,5723,116,launch_200,0.9630557841869215,0.02483709378095916,0.01996386063320636,0.016292134831460674,0.8160813747798652,0.6813137489876011,0.9769796713706542,116,True,False
h13_stage2,12,mst,13-24,33927,33300,754,368,4,launch_200,0.9815191440445663,0.02264264264264264,0.011051051051051052,0.005305039787798408,0.48004843731980157,0.18685125702229058,1.2270636254248384,4,False,False
h13_stage2,12,mst,>24,61837,59750,1597,682,15,launch_200,0.9662499797855653,0.026728033472803347,0.011414225941422594,0.00939261114589856,0.8228863870490306,0.4994003800792315,1.3526563640308917,15,False,False
h14_vol_contraction,0,all,ALL,393429,393336,38409,7402,774,launch_200,0.9997636168152322,0.09764933797059003,0.018818516484634003,0.02015152698586269,1.0708350470833945,0.9986694838948058,1.1481005904020578,774,True,False
h14_vol_contraction,0,drawdown,0-10,304121,304043,27585,4567,457,launch_200,0.9997435231371724,0.0907272984413389,0.015020901648779943,0.016566974805147724,1.102928119264622,1.007037394810041,1.2077814234873394,457,True,False
h14_vol_contraction,0,drawdown,10-20,38904,38898,4154,543,46,launch_200,0.9998457742134484,0.10679212298832845,0.01395958661113682,0.011073663938372653,0.7932658929554686,0.5954783449090099,1.0557720437992613,46,False,False
h14_vol_contraction,0,drawdown,20-30,28427,28421,3580,491,53,launch_200,0.9997889330566011,0.12596319622814117,0.01727595791844059,0.014804469273743017,0.8569405727679232,0.6562029227935291,1.1178859244969312,53,False,False
h14_vol_contraction,0,drawdown,>30,21977,21974,3090,1801,218,launch_200,0.9998634936524549,0.14062073359424776,0.08196049877127515,0.07055016181229773,0.8607824850990728,0.7570041228002761,0.9775726054883423,218,True,False
