flag,lag,bucket_type,bucket,rows_all,n_nn,n_true,k_nn,k_true,threshold,coverage,true_share,base,rate,lift,ci_low,ci_high,events,sufficient,passes
h8_fcf_divergence,6,drawdown,10-20,38904,37190,3877,148,15,launch_300,0.9559428336417849,0.10424845388545308,0.003979564399031998,0.003868970853752902,0.9722096354802054,0.5895366646673637,1.6016916878834593,15,False,False
h8_fcf_divergence,6,drawdown,20-30,28427,27710,2974,135,8,launch_300,0.9747775002638337,0.1073258751353302,0.004871887405268856,0.0026899798251513113,0.5521432663329099,0.279909712861758,1.0877397099949788,8,False,False
h8_fcf_divergence,6,drawdown,>30,21977,21005,2364,587,54,launch_300,0.9557719433953679,0.11254463223042133,0.027945727207807664,0.02284263959390863,0.8173929210733403,0.6279855743324025,1.0622015449249362,54,False,False
h8_fcf_divergence,6,mst,0-12,297665,282816,35377,1949,146,launch_300,0.950115062234391,0.1250883966960851,0.006891406426793392,0.004126975153348221,0.5988581862336226,0.5094228383790471,0.7039185564341492,146,True,False
h8_fcf_divergence,6,mst,13-24,33927,33060,3211,111,7,launch_300,0.9744451321955965,0.09712643678160919,0.0033575317604355717,0.0021800062285892243,0.6492883415960339,0.31463665461746126,1.3382789261486931,7,False,False
h8_fcf_divergence,6,mst,>24,61837,58896,6430,203,13,launch_300,0.9524394779824377,0.10917549578918773,0.0034467535995653356,0.002021772939346812,0.5865730986983736,0.34291786893144627,1.0027548818941894,13,False,False
h8_fcf_divergence,12,all,ALL,393429,365015,43287,2109,143,launch_300,0.9277785826667582,0.11858964700080818,0.005777844746106324,0.0033035322383163537,0.5717585680270478,0.4855239343169654,0.6732497174529068,143,True,False
h8_fcf_divergence,12,drawdown,0-10,304121,281218,33619,1289,63,launch_300,0.9246911591110117,0.1195478241079874,0.004583632626645521,0.0018739403313602428,0.4088330117179711,0.31963420413300025,0.5228643643680491,63,False,False
h8_fcf_divergence,12,drawdown,10-20,38904,36432,4679,143,9,launch_300,0.9364589759407773,0.1284310496267018,0.00392512077294686,0.0019234879247702502,0.49004553898762065,0.2579035173139274,0.9303775139629462,9,False,False
h8_fcf_divergence,12,drawdown,20-30,28427,27038,2434,125,3,launch_300,0.951138002603159,0.09002145129077595,0.004623123012057105,0.0012325390304026294,0.26660312243221035,0.09068784381123479,0.7825219025012727,3,False,False
h8_fcf_divergence,12,drawdown,>30,21977,20327,2555,552,68,launch_300,0.9249215088501616,0.12569488857185024,0.027155999409652187,0.026614481409001956,0.9800589920304036,0.7750949013210825,1.2373628736770512,68,False,False
h8_fcf_divergence,12,mst,0-12,297665,274859,33975,1811,129,launch_300,0.9233836695614197,0.12360883216485544,0.006588832819736665,0.0037969094922737307,0.5762643545758506,0.4851653281970647,0.6843915751394752,129,True,False
h8_fcf_divergence,12,mst,13-24,33927,32675,3587,107,10,launch_300,0.963097238187874,0.10977811782708492,0.003274674827850038,0.0027878449958182324,0.8513349087697266,0.46265145897064763,1.5648837962261628,10,False,False
h8_fcf_divergence,12,mst,>24,61837,57481,5725,191,4,launch_300,0.9295567378753821,0.09959812807710373,0.00332283711139333,0.0006986899563318777,0.21026909622990922,0.08177932296963512,0.5402764935822887,4,False,False
h9_rs6_top_decile,0,all,ALL,393429,393051,39379,2590,482,launch_300,0.9990392167328793,0.10018801631340463,0.0065894756660077195,0.01224002641001549,1.857511436479922,1.6997721841580467,2.0296909296669194,482,True,False
h9_rs6_top_decile,0,drawdown,0-10,304121,303819,30441,1631,345,launch_300,0.99900697419777,0.10019452371313183,0.005368327853096745,0.0113333990341973,2.1111600007178355,1.9008564814988982,2.3444348474524404,345,True,True
h9_rs6_top_decile,0,drawdown,10-20,38904,38871,3895,168,40,launch_300,0.9991517581739667,0.10020323634586195,0.004321988114532685,0.010269576379974325,2.3761232349165593,1.7471013706499872,3.228432452216975,40,False,False
h9_rs6_top_decile,0,drawdown,20-30,28427,28392,2843,137,41,launch_300,0.9987687761635066,0.1001338405184559,0.004825302902225979,0.014421385860007034,2.988700637498684,2.206796005307285,4.042185325444293,41,False,False
h9_rs6_top_decile,0,drawdown,>30,21977,21969,2200,654,56,launch_300,0.9996359830732129,0.10014110792480313,0.02976922026491875,0.025454545454545455,0.8550625521267723,0.6602187490282347,1.105478376606569,56,False,False
h9_rs6_top_decile,0,mst,0-12,297665,297362,29793,2230,399,launch_300,0.9989820771672854,0.10019101297408546,0.007499276975538233,0.013392407612526433,1.7858265078368094,1.619952529429633,1.9684312374539341,399,True,False
h9_rs6_top_decile,0,mst,13-24,33927,33898,3395,125,37,launch_300,0.9991452235682495,0.10015340138061242,0.00368753318779869,0.010898379970544918,2.9554662739322533,2.1470183121733,4.063732745398349,37,False,False
h9_rs6_top_decile,0,mst,>24,61837,61791,6191,235,46,launch_300,0.9992561088021734,0.10019258468061693,0.0038031428525189754,0.007430140526570829,1.95368431181846,1.4659898813252437,2.602006716992606,46,False,False
h9_rs6_top_decile,3,all,ALL,393429,362119,34290,2235,428,launch_300,0.9204176611281832,0.09469262866626717,0.006172004230653459,0.012481773111694372,2.022320893706333,1.840581991645367,2.2217557787118043,428,True,True
h9_rs6_top_decile,3,drawdown,0-10,304121,278398,26429,1395,315,launch_300,0.9154185340703207,0.09493243485944583,0.0050108118592805985,0.011918725642286881,2.378601707069092,2.13129065446473,2.6542244880311863,315,True,True
h9_rs6_top_decile,3,drawdown,10-20,38904,36564,3451,155,48,launch_300,0.9398519432449105,0.09438245268570178,0.004239142325784925,0.013909011880614315,3.281091034856657,2.478590472386222,4.33859010194379,48,False,False
h9_rs6_top_decile,3,drawdown,20-30,28427,26790,2467,123,30,launch_300,0.9424139022760052,0.09208659947741694,0.004591265397536394,0.012160518848804215,2.6486203248736984,1.8581625543288454,3.7694673027452548,30,False,False
h9_rs6_top_decile,3,drawdown,>30,21977,20367,1943,562,35,launch_300,0.926741593484097,0.09539942063141356,0.027593656404968823,0.018013381369016986,0.6528087870867775,0.47041483039967125,0.9041348148782905,35,False,False
h9_rs6_top_decile,3,mst,0-12,297665,279698,26533,1935,363,launch_300,0.939640199553189,0.09486303084040644,0.006918176032721006,0.013681076395432104,1.9775554034364695,1.785452327302583,2.1900104524598083,363,True,False
h9_rs6_top_decile,3,mst,13-24,33927,31662,2961,110,33,launch_300,0.9332390131753471,0.09351904491188175,0.003474196197334344,0.011144883485309016,3.20790273556231,2.287373214323483,4.493060692262589,33,False,False
h9_rs6_top_decile,3,mst,>24,61837,50759,4796,190,32,launch_300,0.8208515937060336,0.09448570696822238,0.0037431785496168167,0.006672226855713094,1.7825029629954787,1.2637216421184598,2.5122414653207934,32,False,False
h9_rs6_top_decile,6,all,ALL,393429,345162,31894,2071,432,launch_300,0.877317127105526,0.09240298758264236,0.006000081121328536,0.013544867373173638,2.2574473743405887,2.0555705901238706,2.4788518344046864,432,True,True
h9_rs6_top_decile,6,drawdown,0-10,304121,263487,24336,1255,285,launch_300,0.8663887071264398,0.09236129296701545,0.0047630433380014955,0.01171104536489152,2.4587316414814118,2.1906948133397375,2.7591278954322487,285,True,True
h9_rs6_top_decile,6,drawdown,10-20,38904,35969,3295,146,45,launch_300,0.9245578860785524,0.09160666129166782,0.004059050849342489,0.013657056145675266,3.3645935102999562,2.518450730821931,4.4897868301648,45,False,False
h9_rs6_top_decile,6,drawdown,20-30,28427,25700,2417,104,31,launch_300,0.9040700742252085,0.09404669260700389,0.004046692607003891,0.012825817128671908,3.1694567327583467,2.236485069485424,4.484499229341103,31,False,False
h9_rs6_top_decile,6,drawdown,>30,21977,20006,1846,566,71,launch_300,0.9103153296628294,0.09227231830450865,0.02829151254623613,0.038461538461538464,1.3594726827942376,1.0817461337443215,1.7049545528566794,71,False,False
h9_rs6_top_decile,6,mst,0-12,297665,271774,25175,1832,370,launch_300,0.9130196697629885,0.09263211344720246,0.006740895008352528,0.014697120158887786,2.180292103745398,1.9705000115042346,2.4120519545524264,370,True,True
h9_rs6_top_decile,6,mst,13-24,33927,30989,2835,91,32,launch_300,0.9134023049488608,0.09148407499435283,0.0029365258640162636,0.011287477954144622,3.843820377153711,2.7266408841990875,5.411406403959586,32,False,False
h9_rs6_top_decile,6,mst,>24,61837,42399,3884,148,30,launch_300,0.6856574542749486,0.09160593410221939,0.003490648364348216,0.007723995880535531,2.2127682522893646,1.5515321102933717,3.152693635354181,30,False,False
h9_rs6_top_decile,12,all,ALL,393429,317257,28710,1848,401,launch_300,0.8063894629018197,0.0904944571750978,0.005824930576787904,0.013967258794845002,2.397841246469773,2.175706396937743,2.6423020311504857,401,True,True
h9_rs6_top_decile,12,drawdown,0-10,304121,239038,21535,1084,260,launch_300,0.7859963632896118,0.09009027853312025,0.004534843832361382,0.012073368934293012,2.662356054719126,2.3593476846904213,3.0037436348265545,260,True,True
h9_rs6_top_decile,12,drawdown,10-20,38904,33830,3103,119,25,launch_300,0.8695763931729386,0.09172332249482708,0.0035175879396984926,0.008056719303899453,2.290410202108559,1.5531073787543703,3.3735545699907137,25,False,False
h9_rs6_top_decile,12,drawdown,20-30,28427,24312,2157,91,13,launch_300,0.8552432546522672,0.08872161895360316,0.0037430075682790393,0.00602688919796013,1.6101728591297435,0.9419064452620556,2.7476693958212577,13,False,False
h9_rs6_top_decile,12,drawdown,>30,21977,20077,1915,554,103,launch_300,0.9135459798880647,0.09538277631120187,0.02759376400856702,0.05378590078328982,1.9492049278449632,1.6143462952672956,2.3488105281732548,103,True,False
h9_rs6_top_decile,12,mst,0-12,297665,260388,23565,1660,364,launch_300,0.874768615725732,0.09049956219180608,0.006375101771202974,0.015446636961595586,2.422963195877079,2.188079948702257,2.6826230846961634,364,True,True
h9_rs6_top_decile,12,mst,13-24,33927,29399,2735,72,15,launch_300,0.8665369764494355,0.09303037518282935,0.00244906289329569,0.005484460694698354,2.239411943936624,1.3582805832393925,3.6869642390893995,15,False,False
h9_rs6_top_decile,12,mst,>24,61837,27470,2410,116,22,launch_300,0.44423241748467746,0.08773207135056425,0.004222788496541682,0.009128630705394191,2.16175418514809,1.4294256108539816,3.2640692054895593,22,False,False
h9_rs12_top_decile,0,all,ALL,393429,389343,39007,2516,478,launch_300,0.9896143903982675,0.10018672481590782,0.0064621683194509725,0.012254210782680032,1.8963001545154974,1.7346252283360832,2.0728397800338323,478,True,False
h9_rs12_top_decile,0,drawdown,0-10,304121,300669,30122,1571,337,launch_300,0.9886492547374236,0.10018325800132372,0.005225014883476514,0.011187836133058893,2.1412065577916515,1.9255117137478317,2.380759810379501,337,True,True
h9_rs12_top_decile,0,drawdown,10-20,38904,38548,3861,161,57,launch_300,0.9908492699979436,0.10016083843519767,0.004176610978520286,0.014763014763014764,3.534687534687535,2.732503395976585,4.5678250793793875,57,False,False
h9_rs12_top_decile,0,drawdown,20-30,28427,28261,2833,137,41,launch_300,0.9941604812326309,0.10024415271929514,0.004847669933831075,0.01447229085774797,2.9854117659183603,2.204380193603827,4.037694806319343,41,False,False
h9_rs12_top_decile,0,drawdown,>30,21977,21865,2191,647,43,launch_300,0.9949037630249806,0.10020580836954036,0.02959067002058084,0.019625741670470105,0.6632408680445577,0.4934958942021002,0.889811955779519,43,False,False
h9_rs12_top_decile,0,mst,0-12,297665,294396,29496,2167,396,launch_300,0.9890178556430888,0.10019157868992785,0.007360833706979714,0.013425549227013833,1.8239169313502375,1.653897881056052,2.0111518446161845,396,True,False
h9_rs12_top_decile,0,mst,13-24,33927,33730,3381,125,47,launch_300,0.9941934152739705,0.10023717758671806,0.0037058997924696115,0.013901212658976633,3.7511032238982547,2.8252877267417276,4.974646061960662,47,False,False
h9_rs12_top_decile,0,mst,>24,61837,61217,6130,224,35,launch_300,0.9899736403771205,0.10013558325301795,0.003659114298315827,0.005709624796084829,1.5603843800978794,1.122778665037458,2.167189883860232,35,False,False
h9_rs12_top_decile,3,all,ALL,393429,358858,34670,2158,439,launch_300,0.9121289991332616,0.09661203038527774,0.0060135206683423524,0.012662244014998558,2.1056290837508587,1.9186945021362776,2.310520321937341,439,True,True
h9_rs12_top_decile,3,drawdown,0-10,304121,275744,26738,1331,318,launch_300,0.9066917444043654,0.09696675176975746,0.004826940930718347,0.011893185728177127,2.4639178102407766,2.208879194805244,2.748008541126497,318,True,True
h9_rs12_top_decile,3,drawdown,10-20,38904,36221,3486,149,45,launch_300,0.9310353691137158,0.09624251125037961,0.004113635736175147,0.012908777969018933,3.138045951784126,2.348684942145554,4.1880853080857525,45,False,False
h9_rs12_top_decile,3,drawdown,20-30,28427,26656,2471,122,29,launch_300,0.9377000738734302,0.09269957983193278,0.004576830732292917,0.011736139214892756,2.56425022059165,1.7881073462363866,3.6715764730523857,29,False,False
h9_rs12_top_decile,3,drawdown,>30,21977,20237,1975,556,47,launch_300,0.9208263184238067,0.09759351682561644,0.027474428027869743,0.02379746835443038,0.8661679264183589,0.6530829979557415,1.1465471461927215,47,False,False
h9_rs12_top_decile,3,mst,0-12,297665,277066,26782,1873,374,launch_300,0.9307980447818857,0.09666288898673962,0.006760122136963756,0.013964603091628705,2.065732365288414,1.8679132632862425,2.2841736318069366,374,True,True
h9_rs12_top_decile,3,mst,13-24,33927,31447,2987,103,37,launch_300,0.9269018775606449,0.09498521321588704,0.003275352179858174,0.012387010378305993,3.7818865569571707,2.7478522323002434,5.198349209584368,37,False,False
h9_rs12_top_decile,3,mst,>24,61837,50345,4901,182,28,launch_300,0.8141565729255947,0.09734829675240839,0.0036150561128215314,0.005713119771475209,1.5803682137083483,1.094246409929094,2.2806632792814443,28,False,False
h9_rs12_top_decile,6,all,ALL,393429,342121,32542,1994,447,launch_300,0.8695876511390873,0.09511839378465514,0.0058283472806404755,0.01373609489275398,2.356773581145378,2.1494360159916472,2.583806205579977,447,True,True
h9_rs12_top_decile,6,drawdown,0-10,304121,261023,24875,1198,298,launch_300,0.8582866687930133,0.09529811549173828,0.004589633863682511,0.011979899497487437,2.610208102281021,2.331615413016991,2.9216372038964655,298,True,True
h9_rs12_top_decile,6,drawdown,10-20,38904,35720,3353,143,39,launch_300,0.9181575159366646,0.09386898096304591,0.004003359462486002,0.011631374888159856,2.9054035734620283,2.1283023590489956,3.961706786127813,39,False,False
h9_rs12_top_decile,6,drawdown,20-30,28427,25558,2386,102,19,launch_300,0.899074823231435,0.09335628765944128,0.0039909226074027705,0.00796311818943839,1.9953075949575134,1.2788700969595785,3.108097449975811,19,False,False
h9_rs12_top_decile,6,drawdown,>30,21977,19820,1928,551,91,launch_300,0.9018519361150293,0.09727547931382442,0.027800201816347125,0.04719917012448133,1.6977995496682756,1.3884895847321967,2.0718854909758355,91,False,False
h9_rs12_top_decile,6,mst,0-12,297665,269235,25674,1760,393,launch_300,0.9044899467522215,0.09535907292885397,0.006537040132226494,0.015307314793175975,2.341627783148144,2.122738418375429,2.58270181858108,393,True,True
h9_rs12_top_decile,6,mst,13-24,33927,30829,2890,89,27,launch_300,0.9086862970495475,0.0937429044081871,0.002886892211878426,0.009342560553633217,3.236199992224252,2.226874450037545,4.696756888704489,27,False,False
h9_rs12_top_decile,6,mst,>24,61837,42057,3978,145,27,launch_300,0.6801267849345861,0.09458591910977958,0.0034477019283353544,0.006787330316742082,1.9686534560773912,1.354214941648413,2.8591158991480796,27,False,False
h9_rs12_top_decile,12,all,ALL,393429,314533,29466,1795,413,launch_300,0.7994657231673313,0.09368174404593477,0.005706873364639004,0.014016154211633748,2.456012831558662,2.231666133301567,2.7025605014987684,413,True,True
h9_rs12_top_decile,12,drawdown,0-10,304121,236870,22217,1048,259,launch_300,0.778867621768967,0.09379406425465445,0.004424367796681724,0.011657739568798668,2.6348938660890653,2.3344147072844392,2.973535696508453,259,True,True
h9_rs12_top_decile,12,drawdown,10-20,38904,33636,3080,117,34,launch_300,0.8645897594077729,0.0915685574979189,0.0034784159828754905,0.01103896103896104,3.1735597735597736,2.2741337810264732,4.423194424529301,34,False,False
h9_rs12_top_decile,12,drawdown,20-30,28427,24186,2181,89,16,launch_300,0.8508108488408908,0.09017613495410567,0.0036798147688745556,0.007336084364970197,1.9936015331592043,1.2285108688878732,3.229486341689892,16,False,False
h9_rs12_top_decile,12,drawdown,>30,21977,19841,1988,541,104,launch_300,0.9028074805478454,0.10019656267325236,0.02726677082808326,0.052313883299798795,1.918594747784303,1.5902501900035388,2.3102695749627746,104,True,False
h9_rs12_top_decile,12,mst,0-12,297665,257873,24293,1609,369,launch_300,0.866319520266071,0.09420528709868811,0.006239505493014003,0.015189560778825176,2.434417406288368,2.199921777232466,2.693482639302204,369,True,True
h9_rs12_top_decile,12,mst,13-24,33927,29311,2689,72,12,launch_300,0.8639431721048133,0.0917403022755962,0.0024564156801200913,0.004462625511342506,1.8167224494855583,1.0400037464494576,3.1690002912031896,12,False,False
h9_rs12_top_decile,12,mst,>24,61837,27349,2484,114,32,launch_300,0.44227566020343806,0.09082598998135215,0.004168342535376065,0.01288244766505636,3.0905443964177755,2.192725273028957,4.349252700578752,32,False,False
h10_sponsorship,0,all,ALL,393429,170201,8103,1181,122,launch_300,0.432609187426448,0.04760841593175128,0.006938854648327566,0.015056152042453412,2.169832458744804,1.8194867826263479,2.586411705549454,122,True,True
h10_sponsorship,0,drawdown,0-10,304121,167888,8005,1138,118,launch_300,0.5520434300821054,0.04768059658820166,0.006778328409415801,0.014740787008119925,2.1746935406144448,1.8181382845208955,2.5999252203505367,118,True,True
h10_sponsorship,0,drawdown,10-20,38904,2313,98,43,4,launch_300,0.05945404071560765,0.04236921746649373,0.018590575010808474,0.04081632653061224,2.1955386805885144,0.8598576998910932,5.394572879803157,4,False,False
h10_sponsorship,0,drawdown,20-30,28427,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,0,drawdown,>30,21977,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,0,mst,0-12,297665,163092,7755,1151,119,launch_300,0.5479045235415652,0.04754984916488853,0.007057366394427685,0.015344938749194069,2.174315161149921,1.8192738923568212,2.5973580710987894,119,True,True
h10_sponsorship,0,mst,13-24,33927,7109,348,30,3,launch_300,0.209538125976361,0.048952032634688426,0.004220002813335209,0.008620689655172414,2.0428160919540232,0.6957479343206707,5.932515015852513,3,False,False
h10_sponsorship,0,mst,>24,61837,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,3,all,ALL,393429,162716,8160,1152,124,launch_300,0.4135841536846547,0.05014872538656309,0.007079820054573613,0.015196078431372549,2.1463933142701523,1.8024154057566837,2.554814189726851,124,True,True
h10_sponsorship,3,drawdown,0-10,304121,160411,8051,1110,121,launch_300,0.527457821064642,0.0501898248873207,0.006919724956517944,0.015029188920630978,2.171934435988591,1.819925575553496,2.5907924566236535,121,True,True
h10_sponsorship,3,drawdown,10-20,38904,2305,109,42,3,launch_300,0.05924840633353897,0.0472885032537961,0.01822125813449024,0.027522935779816515,1.5104849279161205,0.516092561728121,4.2703453448543875,3,False,False
h10_sponsorship,3,drawdown,20-30,28427,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,3,drawdown,>30,21977,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,3,mst,0-12,297665,155595,7819,1122,122,launch_300,0.5227184922647943,0.0502522574632861,0.007211028632025451,0.015603018288783733,2.1637715068122145,1.8144785448327665,2.579037412732403,122,True,True
h10_sponsorship,3,mst,13-24,33927,7121,341,30,2,launch_300,0.2098918265688095,0.047886532790338436,0.004212891447830361,0.005865102639296188,1.392179863147605,0.3821363546027517,5.015419271380353,2,False,False
h10_sponsorship,3,mst,>24,61837,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,6,all,ALL,393429,154609,8018,1122,139,launch_300,0.3929781485350597,0.051859852919299655,0.007257016085738864,0.017335994013469695,2.388859802520977,2.025846006856428,2.815573525599492,139,True,True
h10_sponsorship,6,drawdown,0-10,304121,152309,7913,1081,133,launch_300,0.5008171089796496,0.05195359433782639,0.007097413810083449,0.016807784658157462,2.368156219703335,2.0008494968659374,2.801531380377204,133,True,True
h10_sponsorship,6,drawdown,10-20,38904,2300,105,41,6,launch_300,0.05911988484474604,0.04565217391304348,0.017826086956521738,0.05714285714285714,3.205574912891986,1.4837599719489796,6.681025897976834,6,False,False
h10_sponsorship,6,drawdown,20-30,28427,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,6,drawdown,>30,21977,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,6,mst,0-12,297665,147538,7611,1092,134,launch_300,0.4956511514622142,0.05158670986457726,0.00740148300776749,0.017606096439364078,2.378725509588734,2.011160186346579,2.8120488005979825,134,True,True
h10_sponsorship,6,mst,13-24,33927,7071,407,30,5,launch_300,0.20841807410027413,0.05755904398246359,0.004242681374628765,0.012285012285012284,2.8955773955773956,1.2394350078626473,6.701418544758191,5,False,False
h10_sponsorship,6,mst,>24,61837,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,12,all,ALL,393429,137584,7360,1010,120,launch_300,0.34970477519450777,0.053494592394464476,0.00734096988021863,0.016304347826086956,2.2210073181231165,1.859857704804484,2.6509018333011847,120,True,True
h10_sponsorship,12,drawdown,0-10,304121,135315,7235,973,117,launch_300,0.44493803453230785,0.05346783431253002,0.007190629272438385,0.016171389080856944,2.248953251260182,1.8789937880497019,2.6903264527588573,117,True,True
h10_sponsorship,12,drawdown,10-20,38904,2269,125,37,3,launch_300,0.0583230516142299,0.05509034817100044,0.01630674305861613,0.024,1.4717837837837837,0.5025685652472398,4.181644276654315,3,False,False
h10_sponsorship,12,drawdown,20-30,28427,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,12,drawdown,>30,21977,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h10_sponsorship,12,mst,0-12,297665,130695,6977,987,114,launch_300,0.439067407992206,0.05338383258732163,0.007551933891885688,0.016339400888634083,2.163604862350589,1.8034729156744846,2.5942224964405205,114,True,True
h10_sponsorship,12,mst,13-24,33927,6889,383,23,6,launch_300,0.20305361511480532,0.055595877485847,0.0033386558281318043,0.015665796344647518,4.692246566012033,2.1562688587381564,10.109379523962808,6,False,False
h10_sponsorship,12,mst,>24,61837,0,0,0,0,launch_300,0.0,,,,,,,0,False,False
h11_insider_cluster,0,all,ALL,393429,324130,13058,2502,196,launch_300,0.8238589427825606,0.04028630487767254,0.007719125042421251,0.0150099555827845,1.944515149099896,1.6922253731257044,2.2337610583004963,196,True,False
h11_insider_cluster,0,drawdown,0-10,304121,242153,8685,1553,87,launch_300,0.7962389969781765,0.03586575429583776,0.006413300681800349,0.01001727115716753,1.5619525193313517,1.2674946991810625,1.923966270224419,87,False,False
h11_insider_cluster,0,drawdown,10-20,38904,31573,1598,158,21,launch_300,0.8115617931318116,0.050612865422988,0.00500427580527666,0.013141426783479349,2.626039669840465,1.7207790376573247,3.9979255560124622,21,False,False
h11_insider_cluster,0,drawdown,20-30,28427,28427,1151,137,6,launch_300,1.0,0.040489675308685406,0.004819361874274457,0.005212858384013901,1.0816490896522861,0.4961702913853743,2.350146730788167,6,False,False
h11_insider_cluster,0,drawdown,>30,21977,21977,1624,654,82,launch_300,1.0,0.07389543613778041,0.029758383764845065,0.050492610837438424,1.6967524592880494,1.3731915294735895,2.091605516493093,82,False,False
h11_insider_cluster,0,mst,0-12,297665,261673,10663,2225,167,launch_300,0.8790855491912049,0.04074933218176885,0.008502978908790742,0.015661633686579763,1.8418996277161288,1.584546340965037,2.1402797589403053,167,True,False
h11_insider_cluster,0,mst,13-24,33927,33927,1047,125,6,launch_300,1.0,0.030860376691130956,0.003684381171338462,0.0057306590257879654,1.5553925501432664,0.7135473406720649,3.378055029397276,6,False,False
h11_insider_cluster,0,mst,>24,61837,28530,1348,152,23,launch_300,0.46137425813024563,0.04724851033999299,0.005327725201542236,0.017062314540059347,3.2025515383414023,2.1390191212359717,4.781252933467171,23,False,False
h11_insider_cluster,3,all,ALL,393429,316750,12826,2488,181,launch_300,0.8051007932816341,0.04049250197316496,0.007854775059194949,0.014111960081085296,1.7966090657892957,1.5546282612835192,2.0756329726329015,181,True,False
h11_insider_cluster,3,drawdown,0-10,304121,237276,8642,1543,79,launch_300,0.7802026167216338,0.03642171985367252,0.00650297543788668,0.009141402453135848,1.4057261234415175,1.128953656863907,1.7495739798826655,79,False,False
h11_insider_cluster,3,drawdown,10-20,38904,29079,1429,154,10,launch_300,0.7474552745219001,0.04914199250318099,0.00529591801643798,0.006997900629811057,1.3213763143784139,0.7185796194325988,2.423328164309351,10,False,False
h11_insider_cluster,3,drawdown,20-30,28427,28421,917,137,4,launch_300,0.9997889330566011,0.032264874564582526,0.004820379296998698,0.004362050163576881,0.9049184503577996,0.35216819843758596,2.315544981865447,4,False,False
h11_insider_cluster,3,drawdown,>30,21977,21974,1838,654,88,launch_300,0.9998634936524549,0.0836443069081642,0.02976244652771457,0.04787812840043525,1.608675830995664,1.3112123767235921,1.9695059470487615,88,False,False
h11_insider_cluster,3,mst,0-12,297665,254302,10408,2211,162,launch_300,0.8543228125577411,0.040927715865388396,0.008694386988698477,0.015564950038431976,1.7902297262204105,1.5365434872633856,2.0850304856209307,162,True,False
h11_insider_cluster,3,mst,13-24,33927,33921,1140,125,1,launch_300,0.9998231497037757,0.03360749977889803,0.003685032870493205,0.0008771929824561404,0.2380421052631579,0.04202483139248088,1.3438184613046393,1,False,False
h11_insider_cluster,3,mst,>24,61837,28527,1278,152,18,launch_300,0.46132574348690913,0.044799663476706275,0.005328285483927507,0.014084507042253521,2.643346923647146,1.6754875764932904,4.157800611905121,18,False,False
h11_insider_cluster,6,all,ALL,393429,309486,12812,2471,118,launch_300,0.7866374873229985,0.04139767226950492,0.007984206070710792,0.009210115516703091,1.1535418093089327,0.964008168620044,1.3799259108805846,118,True,False
h11_insider_cluster,6,drawdown,0-10,304121,237177,9045,1540,68,launch_300,0.7798770883957372,0.03813607558911699,0.006493041062160328,0.007517965726920951,1.157849712476578,0.9140604479188988,1.4660374320143879,68,False,False
h11_insider_cluster,6,drawdown,10-20,38904,24318,752,148,3,launch_300,0.6250771128932757,0.03092359569043507,0.006086026811415413,0.003989361702127659,0.655495255894192,0.22307669156933183,1.9163376913627346,3,False,False
h11_insider_cluster,6,drawdown,20-30,28427,26022,1269,129,3,launch_300,0.9153973335209484,0.048766428406732766,0.004957343786027208,0.002364066193853428,0.47688163175545656,0.162247053839576,1.397435203937699,3,False,False
h11_insider_cluster,6,drawdown,>30,21977,21969,1746,654,44,launch_300,0.9996359830732129,0.07947562474395739,0.02976922026491875,0.025200458190148912,0.8465273180112867,0.6323834658773615,1.1306989429778376,44,False,False
h11_insider_cluster,6,mst,0-12,297665,247056,10548,2194,108,launch_300,0.8299800110862883,0.042694773654556054,0.008880577682792564,0.010238907849829351,1.1529551584992892,0.9558136860751346,1.3902517566780568,108,True,False
h11_insider_cluster,6,mst,13-24,33927,33907,1142,125,2,launch_300,0.9994104990125858,0.03368036098740673,0.0036865543987967086,0.0017513134851138354,0.4750542907180385,0.13031267749482017,1.7260023945584244,2,False,False
h11_insider_cluster,6,mst,>24,61837,28523,1122,152,8,launch_300,0.46126105729579375,0.039336675665252605,0.005329032710444203,0.0071301247771836,1.3379772961816305,0.6787905603870957,2.628314393766577,8,False,False
h11_insider_cluster,12,all,ALL,393429,296069,13412,1975,98,launch_300,0.7525347648495663,0.04530025095501387,0.006670742293181657,0.007306889352818371,1.0953637588858645,0.8994373777003984,1.3335872402246534,98,False,False
h11_insider_cluster,12,drawdown,0-10,304121,235512,9715,1497,69,launch_300,0.7744022938238398,0.04125055198885832,0.006356364006929583,0.007102418939783839,1.1173713355687185,0.8835829378087298,1.412459611860485,69,False,False
