flag,lag,bucket_type,bucket,rows_all,n_nn,n_true,k_nn,k_true,threshold,coverage,true_share,base,rate,lift,ci_low,ci_high,events,sufficient,passes,window,confirm
h9_rs6_top_decile,12,drawdown,10-20,38904,33830,3103,119,25,launch_300,0.8695763931729386,0.09172332249482708,0.0035175879396984926,0.008056719303899453,2.290410202108559,1.5531073787543703,3.3735545699907137,25,False,False,build,
h9_rs6_top_decile,12,drawdown,20-30,28427,24312,2157,91,13,launch_300,0.8552432546522672,0.08872161895360316,0.0037430075682790393,0.00602688919796013,1.6101728591297435,0.9419064452620556,2.7476693958212577,13,False,False,build,
h9_rs6_top_decile,12,drawdown,>30,21977,20077,1915,554,103,launch_300,0.9135459798880647,0.09538277631120187,0.02759376400856702,0.05378590078328982,1.9492049278449632,1.6143462952672956,2.3488105281732548,103,True,False,build,
h9_rs6_top_decile,12,mst,0-12,297665,260388,23565,1660,364,launch_300,0.874768615725732,0.09049956219180608,0.006375101771202974,0.015446636961595586,2.422963195877079,2.188079948702257,2.6826230846961634,364,True,True,build,
h9_rs6_top_decile,12,mst,13-24,33927,29399,2735,72,15,launch_300,0.8665369764494355,0.09303037518282935,0.00244906289329569,0.005484460694698354,2.239411943936624,1.3582805832393925,3.6869642390893995,15,False,False,build,
h9_rs6_top_decile,12,mst,>24,61837,27470,2410,116,22,launch_300,0.44423241748467746,0.08773207135056425,0.004222788496541682,0.009128630705394191,2.16175418514809,1.4294256108539816,3.2640692054895593,22,False,False,build,
h9_rs12_top_decile,0,all,ALL,393429,389343,39007,2516,478,launch_300,0.9896143903982675,0.10018672481590782,0.0064621683194509725,0.012254210782680032,1.8963001545154974,1.7346252283360832,2.0728397800338323,478,True,False,build,
h9_rs12_top_decile,0,drawdown,0-10,304121,300669,30122,1571,337,launch_300,0.9886492547374236,0.10018325800132372,0.005225014883476514,0.011187836133058893,2.1412065577916515,1.9255117137478317,2.380759810379501,337,True,True,build,
h9_rs12_top_decile,0,drawdown,10-20,38904,38548,3861,161,57,launch_300,0.9908492699979436,0.10016083843519767,0.004176610978520286,0.014763014763014764,3.534687534687535,2.732503395976585,4.5678250793793875,57,False,False,build,
h9_rs12_top_decile,0,drawdown,20-30,28427,28261,2833,137,41,launch_300,0.9941604812326309,0.10024415271929514,0.004847669933831075,0.01447229085774797,2.9854117659183603,2.204380193603827,4.037694806319343,41,False,False,build,
h9_rs12_top_decile,0,drawdown,>30,21977,21865,2191,647,43,launch_300,0.9949037630249806,0.10020580836954036,0.02959067002058084,0.019625741670470105,0.6632408680445577,0.4934958942021002,0.889811955779519,43,False,False,build,
