flag,lag,bucket_type,bucket,rows_all,n_nn,n_true,k_nn,k_true,threshold,coverage,true_share,base,rate,lift,ci_low,ci_high,events,sufficient,passes,window,confirm
h10_sponsorship,0,mst,>24,61837,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
h10_sponsorship,3,all,ALL,393429,162716,8160,3121,271,launch_200,0.4135841536846547,0.05014872538656309,0.019180658324934242,0.03321078431372549,1.7314725986517643,1.5399525043070539,1.9458955112750103,271,True,False,build,
h10_sponsorship,3,drawdown,0-10,304121,160411,8051,2999,261,launch_200,0.527457821064642,0.0501898248873207,0.018695725355493076,0.03241833312631971,1.7339970774011577,1.538702141721682,1.9531472834497747,261,True,False,build,
h10_sponsorship,3,drawdown,10-20,38904,2305,109,122,10,launch_200,0.05924840633353897,0.0472885032537961,0.052928416485900215,0.09174311926605505,1.733343359903745,0.9559597256912282,3.035899648398014,10,False,False,build,
h10_sponsorship,3,drawdown,20-30,28427,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
h10_sponsorship,3,drawdown,>30,21977,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
h10_sponsorship,3,mst,0-12,297665,155595,7819,3041,266,launch_200,0.5227184922647943,0.0502522574632861,0.019544329830650086,0.03401969561324977,1.740642729017954,1.5464783589918192,1.9582228684911598,266,True,False,build,
h10_sponsorship,3,mst,13-24,33927,7121,341,80,5,launch_200,0.2098918265688095,0.047886532790338436,0.011234377194214296,0.01466275659824047,1.3051686217008798,0.558899447283153,3.0139391048686366,5,False,False,build,
h10_sponsorship,3,mst,>24,61837,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
h10_sponsorship,6,all,ALL,393429,154609,8018,3011,294,launch_200,0.3929781485350597,0.051859852919299655,0.019474933542031836,0.03666749812920928,1.8828047885283685,1.6827053525414462,2.1056902664309125,294,True,False,build,
h10_sponsorship,6,drawdown,0-10,304121,152309,7913,2889,282,launch_200,0.5008171089796496,0.05195359433782639,0.01896801896145336,0.035637558448123344,1.8788234301402624,1.6750847438653447,2.1063200873944496,282,True,False,build,
h10_sponsorship,6,drawdown,10-20,38904,2300,105,122,12,launch_200,0.05911988484474604,0.04565217391304348,0.05304347826086957,0.11428571428571428,2.154566744730679,1.255517585516633,3.56690916170914,12,False,False,build,
h10_sponsorship,6,drawdown,20-30,28427,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
h10_sponsorship,6,drawdown,>30,21977,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
h10_sponsorship,6,mst,0-12,297665,147538,7611,2932,285,launch_200,0.4956511514622142,0.05158670986457726,0.019872846317558868,0.037445802128498226,1.884269697965338,1.6811191922703748,2.1109039765393978,285,True,False,build,
h10_sponsorship,6,mst,13-24,33927,7071,407,79,9,launch_200,0.20841807410027413,0.05755904398246359,0.011172394286522416,0.022113022113022112,1.9792554349516374,1.045119167311075,3.7132828018591315,9,False,False,build,
h10_sponsorship,6,mst,>24,61837,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
h10_sponsorship,12,all,ALL,393429,137584,7360,2746,269,launch_200,0.34970477519450777,0.053494592394464476,0.019958716129782533,0.03654891304347826,1.8312256562905727,1.6282564089456995,2.058421536536106,269,True,False,build,
h10_sponsorship,12,drawdown,0-10,304121,135315,7235,2630,257,launch_200,0.44493803453230785,0.05346783431253002,0.019436130510290802,0.035521769177608846,1.8276152837521449,1.6205507702267066,2.060043501332301,257,True,False,build,
h10_sponsorship,12,drawdown,10-20,38904,2269,125,116,12,launch_200,0.0583230516142299,0.05509034817100044,0.05112384310268841,0.096,1.877793103448276,1.0909044096303888,3.1359069052193735,12,False,False,build,
h10_sponsorship,12,drawdown,20-30,28427,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
h10_sponsorship,12,drawdown,>30,21977,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
h10_sponsorship,12,mst,0-12,297665,130695,6977,2677,262,launch_200,0.439067407992206,0.05338383258732163,0.02048280347373656,0.037551956428264296,1.833340659466568,1.6276847662328209,2.0638445824309724,262,True,False,build,
h10_sponsorship,12,mst,13-24,33927,6889,383,69,7,launch_200,0.20305361511480532,0.055595877485847,0.010015967484395413,0.018276762402088774,1.824762553449124,0.8866692840518169,3.718063628326912,7,False,False,build,
h10_sponsorship,12,mst,>24,61837,0,0,0,0,launch_200,0.0,,,,,,,0,False,False,build,
inv_h15_near_high,0,all,ALL,393429,390561,187846,7276,5365,launch_200,0.9927102475923228,0.4809645612337125,0.018629612275675247,0.02856062945178497,1.5330769652719338,1.4931586497671654,1.5740302737077212,5365,True,False,build,
inv_h15_near_high,0,drawdown,0-10,304121,301710,129861,4458,2922,launch_200,0.9920722344067,0.4304166252361539,0.014775778065029332,0.022500981819021878,1.52282889740177,1.4691867430903287,1.5783829144934933,2922,True,False,build,
inv_h15_near_high,0,drawdown,10-20,38904,38645,22609,536,376,launch_200,0.9933425868805265,0.5850433432526847,0.013869840859102082,0.01663054535804326,1.1990437040328017,1.0846442912023455,1.3252838548579036,376,True,False,build,
inv_h15_near_high,0,drawdown,20-30,28427,28292,15865,489,350,launch_200,0.9952509937735252,0.5607592252226777,0.017284037890569773,0.022061140876142454,1.2763881342900252,1.1506917812553787,1.415472252808838,350,True,False,build,
inv_h15_near_high,0,drawdown,>30,21977,21914,19511,1793,1717,launch_200,0.9971333667015516,0.8903440722825591,0.08181984119740805,0.08800164010045615,1.075553787596986,1.027955803204076,1.1251342026786353,1717,True,False,build,
inv_h15_near_high,0,mst,0-12,297665,295379,146752,6163,4654,launch_200,0.9923202257571431,0.4968261115380579,0.020864719563679204,0.03171336676842564,1.5199517382266425,1.4775656436168425,1.5635128115458212,4654,True,False,build,
inv_h15_near_high,0,mst,13-24,33927,33786,13440,393,243,launch_200,0.9958440180387302,0.3977979044574676,0.011632036938376842,0.018080357142857145,1.554358642311887,1.3722056892981265,1.7601883218541596,243,True,False,build,
inv_h15_near_high,0,mst,>24,61837,61396,27654,720,468,launch_200,0.9928683474295324,0.4504202228158186,0.011727148348426607,0.01692341071816012,1.4430968395168873,1.3190683995549575,1.5785680575246908,468,True,False,build,
inv_h15_near_high,3,all,ALL,393429,386687,185936,7085,5205,launch_200,0.9828634899816739,0.480843679772012,0.018322312361160317,0.027993503140865673,1.5278368029685145,1.48744469857967,1.5692933479348339,5205,True,False,build,
inv_h15_near_high,3,drawdown,0-10,304121,298437,129546,4296,2854,launch_200,0.9813100706626638,0.4340815649534073,0.014394997939263562,0.02203078443178485,1.5304472098390538,1.4758971523955164,1.586966411922896,2854,True,False,build,
inv_h15_near_high,3,drawdown,10-20,38904,38310,21813,526,331,launch_200,0.9847316471314004,0.56938136256852,0.013730096580527278,0.015174437262183102,1.1051952310156552,0.9931044740383237,1.2297210005149848,331,True,False,build,
inv_h15_near_high,3,drawdown,20-30,28427,28170,15244,486,312,launch_200,0.990959299257748,0.5411430599929002,0.017252396166134186,0.020467069010758333,1.1863319630309923,1.0628802173943575,1.3237888285742758,312,True,False,build,
inv_h15_near_high,3,drawdown,>30,21977,21770,19333,1777,1708,launch_200,0.9905810620193839,0.8880569591180524,0.0816260909508498,0.08834635079915171,1.0823298012929277,1.034316980094023,1.132346372877547,1708,True,False,build,
inv_h15_near_high,3,mst,0-12,297665,292274,144729,5998,4548,launch_200,0.9818890363327902,0.4951826026263027,0.020521839096190563,0.031424248077441284,1.531258866719919,1.4880633841080715,1.5756664051725238,4548,True,False,build,
inv_h15_near_high,3,mst,13-24,33927,33585,14518,383,210,launch_200,0.989919533115218,0.43227631383057913,0.011403900550841149,0.01446480231436837,1.2684083178278376,1.1090140435398719,1.4503279547121197,210,True,False,build,
inv_h15_near_high,3,mst,>24,61837,60828,26689,704,447,launch_200,0.9836829082911526,0.4387617544551851,0.011573617413033472,0.016748473153733748,1.4471251775501652,1.3199832928971709,1.5862851532703615,447,True,False,build,
inv_h15_near_high,6,all,ALL,393429,382241,182478,6895,4934,launch_200,0.9715628486969695,0.47738991892549465,0.01803835799927271,0.0270388759192889,1.4989654779209438,1.4582581027613672,1.540776766397243,4934,True,False,build,
inv_h15_near_high,6,drawdown,0-10,304121,294712,128182,4160,2801,launch_200,0.9690616563801908,0.4349398735036239,0.014115475447216265,0.021851742054266588,1.5480698568021671,1.492376573379808,1.6057934073984554,2801,True,False,build,
inv_h15_near_high,6,drawdown,10-20,38904,37945,19100,516,272,launch_200,0.9753495784495168,0.50336012649888,0.013598629595467123,0.014240837696335079,1.0472259426113073,0.930649384417772,1.1781683510783258,272,True,False,build,
inv_h15_near_high,6,drawdown,20-30,28427,28029,17303,481,319,launch_200,0.9859992260878742,0.6173249134824645,0.01716079774519248,0.018436109345200253,1.0743154029867317,0.9635907803880801,1.1974973510463136,319,True,False,build,
inv_h15_near_high,6,drawdown,>30,21977,21555,17893,1738,1542,launch_200,0.9807981071119807,0.8301090234284388,0.08063094409649733,0.08617895266305259,1.0688074365086873,1.0189066470831645,1.1209114599309442,1542,True,False,build,
inv_h15_near_high,6,mst,0-12,297665,288716,143030,5833,4327,launch_200,0.9699360018813096,0.49540032419401764,0.020203244711065545,0.030252394602530937,1.4974027704550525,1.4540871629366692,1.5419672870807077,4327,True,False,build,
inv_h15_near_high,6,mst,13-24,33927,33383,15358,373,228,launch_200,0.983965573142335,0.4600545187670371,0.011173351705958122,0.014845683031644746,1.3286687309528058,1.1680254416434819,1.511027995444311,228,True,False,build,
inv_h15_near_high,6,mst,>24,61837,60142,24090,689,379,launch_200,0.9725892265148698,0.4005520268697416,0.011456220278673806,0.01573266915732669,1.3732861951523103,1.2427053652057416,1.5173462199926029,379,True,False,build,
inv_h15_near_high,12,all,ALL,393429,373183,175351,6492,4418,launch_200,0.9485396348515234,0.46987938893250764,0.01739629082782442,0.02519517995335071,1.4483075848014908,1.4067364498134192,1.491074542736979,4418,True,False,build,
inv_h15_near_high,12,drawdown,0-10,304121,287248,120778,3874,2430,launch_200,0.9445187935065319,0.42046593884030525,0.013486603910209992,0.02011955819768501,1.4918179796511677,1.4342249248724457,1.551674401458663,2430,True,False,build,
inv_h15_near_high,12,drawdown,10-20,38904,37282,18202,499,327,launch_200,0.9583076290355748,0.4882248806394507,0.013384475081808915,0.017965058784748928,1.342231105436893,1.2054785550664342,1.4941818715318327,327,True,False,build,
inv_h15_near_high,12,drawdown,20-30,28427,27660,22043,470,390,launch_200,0.973018609068843,0.7969269703543023,0.016992046276211134,0.017692691557410517,1.041233720165904,0.9436483043098804,1.1487105406109117,390,True,False,build,
inv_h15_near_high,12,drawdown,>30,21977,20993,14328,1649,1271,launch_200,0.9552259180051872,0.6825132186919449,0.07854999285476111,0.0887074260189838,1.1293117006770934,1.0714387852730816,1.1899915287949567,1271,True,False,build,
inv_h15_near_high,12,mst,0-12,297665,281249,132194,5458,3747,launch_200,0.9448507550434213,0.4700247823103371,0.01940629122236879,0.028344705508570735,1.4605936386185436,1.4151961140420493,1.507403648668573,3747,True,False,build,
inv_h15_near_high,12,mst,13-24,33927,33131,19416,365,280,launch_200,0.9765378607009166,0.5860372460837282,0.011016872415562463,0.01442109600329625,1.3090009087265975,1.1652711043377635,1.4701681237560946,280,True,False,build,
inv_h15_near_high,12,mst,>24,61837,58803,23741,669,391,launch_200,0.9509355240390057,0.4037379045286805,0.011376970562726392,0.016469398930120886,1.4476084682928227,1.3120298048879908,1.596938763647943,391,True,False,build,
inv_h21_no_dilution,0,all,ALL,393429,371223,162236,6542,3908,launch_200,0.9435577956886757,0.4370311106801033,0.01762283048194751,0.02408836509775882,1.3668840043847938,1.3251833059454843,1.409863552006094,3908,True,False,build,
inv_h21_no_dilution,0,drawdown,0-10,304121,286373,125753,3954,2569,launch_200,0.9416416492119912,0.4391231016890559,0.01380716757515548,0.020428936088999865,1.479589204505604,1.4240139138006278,1.5372864832845223,2569,True,False,build,
inv_h21_no_dilution,0,drawdown,10-20,38904,36871,16860,500,318,launch_200,0.9477431626567963,0.4572699411461582,0.013560793035176696,0.01886120996441281,1.3908633451957295,1.2473268014272256,1.5505641165981945,318,True,False,build,
inv_h21_no_dilution,0,drawdown,20-30,28427,27423,11954,467,284,launch_200,0.9646814648045872,0.4359114611822193,0.01702950078401342,0.02375773799564999,1.3950930386610485,1.2435374133537167,1.5646166503132455,284,True,False,build,
inv_h21_no_dilution,0,drawdown,>30,21977,20556,7669,1621,737,launch_200,0.9353414933794422,0.37307841992605567,0.07885775442693131,0.09610118659538401,1.2186650164433768,1.1375623631816656,1.304896261478307,737,True,False,build,
inv_h21_no_dilution,0,mst,0-12,297665,279763,116089,5514,3242,launch_200,0.9398585658374347,0.414954801028013,0.019709539860524802,0.027926849227747675,1.4169204063297738,1.3696192373890606,1.4658066639297946,3242,True,False,build,
inv_h21_no_dilution,0,mst,13-24,33927,33043,15114,365,251,launch_200,0.9739440563562944,0.4574039887419423,0.011046212510970554,0.016607119227206563,1.503422029108456,1.3297899949591436,1.6992934728706344,251,True,False,build,
inv_h21_no_dilution,0,mst,>24,61837,58417,31033,663,415,launch_200,0.9446933065963743,0.531232346748378,0.011349435951863327,0.013372861147810396,1.1782842076495323,1.070869906980223,1.2963123037781177,415,True,False,build,
inv_h21_no_dilution,3,all,ALL,393429,366246,161064,6330,3864,launch_200,0.9309074826715875,0.43976999066201405,0.01728346521190675,0.023990463418268514,1.3880586516725388,1.3454731579687345,1.431957863465153,3864,True,False,build,
inv_h21_no_dilution,3,drawdown,0-10,304121,282559,124895,3817,2519,launch_200,0.929100588252702,0.44201388028694893,0.01350868314228179,0.020168941911205412,1.4930353831512417,1.436404605119261,1.5518511192913913,2519,True,False,build,
inv_h21_no_dilution,3,drawdown,10-20,38904,36476,17064,494,334,launch_200,0.9375899650421551,0.4678144533391819,0.013543151661366378,0.019573370839193624,1.4452596654462078,1.2995817604519224,1.606905731857566,334,True,False,build,
inv_h21_no_dilution,3,drawdown,20-30,28427,27083,11437,454,279,launch_200,0.9527210046786506,0.4222944282391168,0.016763283240409113,0.02439450904957594,1.4552345563649012,1.2958587896575702,1.6336629995926548,279,True,False,build,
inv_h21_no_dilution,3,drawdown,>30,21977,20128,7668,1565,732,launch_200,0.9158665877963326,0.3809618441971383,0.07775238473767886,0.09546165884194054,1.2277650282240122,1.1457608561531691,1.3149796179445603,732,True,False,build,
inv_h21_no_dilution,3,mst,0-12,297665,275701,115221,5317,3179,launch_200,0.9262123528127257,0.4179201381206452,0.019285385254315363,0.027590456600793258,1.4306406761886972,1.3824105007817156,1.4805041683190774,3179,True,False,build,
inv_h21_no_dilution,3,mst,13-24,33927,32791,14447,363,250,launch_200,0.9665163439148761,0.4405782074349669,0.01107011070110701,0.017304630719180453,1.5631849749659676,1.3823651728596569,1.767186954037768,250,True,False,build,
inv_h21_no_dilution,3,mst,>24,61837,57754,31396,650,435,launch_200,0.9339715704190048,0.5436160265955605,0.011254631713820688,0.013855268187030196,1.2310725521134491,1.121359142785463,1.351354940197751,435,True,False,build,
inv_h21_no_dilution,6,all,ALL,393429,361409,160037,6137,3782,launch_200,0.9186130153089884,0.4428140970479429,0.01698076140881937,0.023632035091885002,1.391694666860529,1.348536757687195,1.4361993066911494,3782,True,False,build,
inv_h21_no_dilution,6,drawdown,0-10,304121,278945,124280,3696,2462,launch_200,0.9172171602750221,0.4455358583233254,0.013249923820107907,0.01981010621177985,1.4951109516355332,1.437751354976548,1.5547108739405482,2462,True,False,build,
inv_h21_no_dilution,6,drawdown,10-20,38904,36037,17028,480,327,launch_200,0.9263057783261361,0.4725143602408636,0.013319643699531038,0.019203664552501762,1.4417551239135542,1.2949413019000282,1.6048518970789762,327,True,False,build,
inv_h21_no_dilution,6,drawdown,20-30,28427,26679,10920,440,266,launch_200,0.9385091638231259,0.4093106938041156,0.016492372277821507,0.02435897435897436,1.4769842657342658,1.3115451184151399,1.6627071034763803,266,True,False,build,
inv_h21_no_dilution,6,drawdown,>30,21977,19748,7809,1521,727,launch_200,0.8985757837739455,0.3954324488555803,0.07702045776787522,0.09309770777308234,1.2087399954653715,1.1276431680192127,1.2950320102629131,727,True,False,build,
inv_h21_no_dilution,6,mst,0-12,297665,271825,114731,5150,3121,launch_200,0.9131910033090891,0.4220767037616113,0.01894601305987308,0.027202761241512757,1.435803995043535,1.386950355790038,1.4863286785989602,3121,True,False,build,
inv_h21_no_dilution,6,mst,13-24,33927,32408,13828,351,239,launch_200,0.955227400005895,0.4266847691927919,0.010830659096519379,0.017283772056696557,1.5958190450524843,1.4072821462270588,1.8091120989839755,239,True,False,build,
inv_h21_no_dilution,6,mst,>24,61837,57176,31478,636,422,launch_200,0.9246244158028365,0.5505456835035679,0.011123548341961663,0.013406188449075545,1.2052079100068291,1.0962130021134002,1.3248783441268988,422,True,False,build,
inv_h21_no_dilution,12,all,ALL,393429,352344,157913,5780,3547,launch_200,0.8955720091808179,0.448178484662716,0.01640442295029857,0.02246173525928834,1.3692487280620573,1.3253998244667675,1.4145138980658223,3547,True,False,build,
inv_h21_no_dilution,12,drawdown,0-10,304121,272285,123148,3479,2288,launch_200,0.8953179819874326,0.45227610775474225,0.012777053455019557,0.01857927047130282,1.4541122909682922,1.3962505020225986,1.5143246832563564,2288,True,False,build,
inv_h21_no_dilution,12,drawdown,10-20,38904,35216,16164,460,299,launch_200,0.9052025498663376,0.4589959109495684,0.013062244434348023,0.01849789656025736,1.4161346201435288,1.2656468795822873,1.5841391507629152,299,True,False,build,
inv_h21_no_dilution,12,drawdown,20-30,28427,25660,10401,402,235,launch_200,0.9026629612692159,0.4053390491036633,0.015666406858924398,0.022593981347947312,1.4421929387769352,1.270835256206057,1.6360520040519146,235,True,False,build,
inv_h21_no_dilution,12,drawdown,>30,21977,19183,8200,1439,725,launch_200,0.8728670883196069,0.4274618151488297,0.07501433560965438,0.08841463414634146,1.1786365023135985,1.0992706642609262,1.2631407010175197,725,True,False,build,
inv_h21_no_dilution,12,mst,0-12,297665,264626,114821,4839,2947,launch_200,0.8890060974585524,0.4338991633475169,0.01828618503094934,0.025666036700603547,1.4035752485914268,1.3544159054056368,1.4544701989742377,2947,True,False,build,
inv_h21_no_dilution,12,mst,13-24,33927,31442,12418,320,202,launch_200,0.9267545023137914,0.39494943069779276,0.010177469626614083,0.01626670961507489,1.5983058866162023,1.3939341567950922,1.8320748433080436,202,True,False,build,
inv_h21_no_dilution,12,mst,>24,61837,56276,30674,621,398,launch_200,0.9100700228018823,0.5450636150401592,0.011034899424266118,0.012975158114363956,1.1758293044185926,1.0664636123529452,1.2962480970302634,398,True,False,build,
inv_h8_fcf_divergence,0,all,ALL,393429,385058,339240,7058,6627,launch_200,0.9787229716162256,0.8810101335383241,0.018329706174134805,0.019534842589317297,1.065747721416455,1.0406355568606838,1.0914535224884379,6627,True,False,build,
inv_h8_fcf_divergence,0,drawdown,0-10,304121,297159,260426,4279,3974,launch_200,0.9771077959101805,0.8763860424890378,0.01439969847791923,0.015259613095466659,1.0597175433128714,1.0275152744732077,1.0929129081804814,3974,True,False,build,
inv_h8_fcf_divergence,0,drawdown,10-20,38904,38142,33733,528,497,launch_200,0.9804133251079581,0.8844056420743537,0.013843007708038382,0.014733347167462128,1.0643169084495085,0.9753489650718552,1.1612679551736653,497,True,False,build,
inv_h8_fcf_divergence,0,drawdown,20-30,28427,28084,25316,487,460,launch_200,0.987934006402364,0.9014385415183023,0.01734083463894032,0.018170327065887185,1.0478346310438926,0.9570826479630281,1.1470178016266335,460,True,False,build,
inv_h8_fcf_divergence,0,drawdown,>30,21977,21673,19765,1764,1696,launch_200,0.9861673567820903,0.9119641950814378,0.0813915932265953,0.08580824690108778,1.054264248915689,1.007273874124961,1.1032323530797121,1696,True,False,build,
inv_h8_fcf_divergence,0,mst,0-12,297665,291090,255708,5970,5622,launch_200,0.9779114104782222,0.8784499639286818,0.020509120890446254,0.02198601529870008,1.0720115901672707,1.0446472892113865,1.100076166574723,5622,True,False,build,
inv_h8_fcf_divergence,0,mst,13-24,33927,33453,30520,385,373,launch_200,0.9860288265982845,0.9123247541326638,0.011508683825068006,0.012221494102228047,1.0619367329917788,0.9600366925660823,1.1745047976987955,373,True,False,build,
inv_h8_fcf_divergence,0,mst,>24,61837,60515,53012,703,632,launch_200,0.9786212138363762,0.8760142113525572,0.011616954474097331,0.011921829019844564,1.0262439304920252,0.9497019832275343,1.1088744802727755,632,True,False,build,
inv_h8_fcf_divergence,3,all,ALL,393429,379889,334489,6855,6366,launch_200,0.9655846417015522,0.8804914067003783,0.018044744649094866,0.019032016000526175,1.0547124035629305,1.0293556754801578,1.0806813477989445,6366,True,False,build,
inv_h8_fcf_divergence,3,drawdown,0-10,304121,292910,256136,4141,3830,launch_200,0.963136383215891,0.874452903622273,0.014137448362978389,0.014952993722085143,1.0576868850847523,1.024952097776859,1.0914507825031614,3830,True,False,build,
inv_h8_fcf_divergence,3,drawdown,10-20,38904,37690,33611,518,470,launch_200,0.9687949825210775,0.8917750066330592,0.013743698593791457,0.01398351730088364,1.0174493572785799,0.9300678966307291,1.1129132579967749,470,True,False,build,
inv_h8_fcf_divergence,3,drawdown,20-30,28427,27907,25329,481,458,launch_200,0.981707531572097,0.907621743648547,0.01723581897015086,0.018082040349007067,1.0490966736377134,0.9580424938694311,1.1486306115730487,458,True,False,build,
inv_h8_fcf_divergence,3,drawdown,>30,21977,21382,19413,1715,1608,launch_200,0.9729262410702098,0.9079131980170236,0.08020765129548219,0.08283109256683666,1.032708117355161,0.9853908682569137,1.08208335869325,1608,True,False,build,
inv_h8_fcf_divergence,3,mst,0-12,297665,286984,251508,5793,5375,launch_200,0.9641173802764853,0.8763833523820144,0.02018579432999749,0.021371089587607552,1.0587192774400078,1.0310799027078215,1.0870829560847781,5375,True,False,build,
inv_h8_fcf_divergence,3,mst,13-24,33927,33240,30150,375,359,launch_200,0.9797506410823238,0.9070397111913358,0.01128158844765343,0.011907131011608623,1.0554480928689882,0.9523001205537016,1.1696194697740734,359,True,False,build,
inv_h8_fcf_divergence,3,mst,>24,61837,59665,52831,687,632,launch_200,0.9648753982243641,0.8854604877231208,0.011514288108606385,0.01196267343037232,1.0389416451574447,0.961454068564504,1.1225926411828648,632,True,False,build,
inv_h8_fcf_divergence,6,all,ALL,393429,374772,329754,6631,6125,launch_200,0.9525784830299749,0.8798789664115783,0.01769342426862199,0.01857445247062962,1.0497941036529639,1.0240640871718185,1.076158060336846,6125,True,False,build,
inv_h8_fcf_divergence,6,drawdown,0-10,304121,288867,253064,3985,3676,launch_200,0.9498423324926591,0.8760571474069382,0.01379527602668356,0.014525969715170867,1.0529669494886482,1.019706434797797,1.0872958419227234,3676,True,False,build,
inv_h8_fcf_divergence,6,drawdown,10-20,38904,37190,33313,504,470,launch_200,0.9559428336417849,0.8957515461145469,0.01355203011562248,0.014108606249812385,1.041069576251037,0.9516644924004752,1.1387425980974786,470,True,False,build,
inv_h8_fcf_divergence,6,drawdown,20-30,28427,27710,24736,476,441,launch_200,0.9747775002638337,0.8926741248646698,0.01717791411042945,0.017828266494178527,1.0378597994825356,0.9461290082188172,1.1383074612138901,441,True,False,build,
inv_h8_fcf_divergence,6,drawdown,>30,21977,21005,18641,1666,1538,launch_200,0.9557719433953679,0.8874553677695787,0.0793144489407284,0.08250630330990827,1.040243037829906,0.9915235159843203,1.0911315873912404,1538,True,False,build,
inv_h8_fcf_divergence,6,mst,0-12,297665,282816,247439,5592,5158,launch_200,0.950115062234391,0.8749116033039149,0.01977257298031229,0.02084554172947676,1.0542655096143954,1.0261697488876105,1.0831136960682175,5158,True,False,build,
inv_h8_fcf_divergence,6,mst,13-24,33927,33060,29849,365,344,launch_200,0.9744451321955965,0.9028735632183909,0.011040532365396248,0.011524674193440316,1.0438513118770874,0.9397333158646731,1.159355883282138,344,True,False,build,
inv_h8_fcf_divergence,6,mst,>24,61837,58896,52466,674,623,launch_200,0.9524394779824377,0.8908245042108123,0.011443901113827764,0.011874356726260816,1.037614412091776,0.9596872423658189,1.1217871788461822,623,True,False,build,
inv_h8_fcf_divergence,12,all,ALL,393429,365015,321728,6221,5716,launch_200,0.9277785826667582,0.8814103529991918,0.017043135213621358,0.017766560572906306,1.0424467300304445,1.0159993522333561,1.069569786129426,5716,True,False,build,
inv_h8_fcf_divergence,12,drawdown,0-10,304121,281218,247599,3716,3457,launch_200,0.9246911591110117,0.8804521758920126,0.013213947898071959,0.013962091930904407,1.056617752590171,1.0222085955017188,1.0921682314799683,3457,True,False,build,
inv_h8_fcf_divergence,12,drawdown,10-20,38904,36432,31753,488,450,launch_200,0.9364589759407773,0.8715689503732982,0.01339481774264383,0.014171889270305167,1.0580128481470448,0.9652485197532511,1.1595519257961442,450,True,False,build,
inv_h8_fcf_divergence,12,drawdown,20-30,28427,27038,24604,447,416,launch_200,0.951138002603159,0.909978548709224,0.01653228789111621,0.016907819866688344,1.0227150638825937,0.929734001207242,1.1248193794320585,416,True,False,build,
inv_h8_fcf_divergence,12,drawdown,>30,21977,20327,17772,1570,1393,launch_200,0.9249215088501616,0.8743051114281497,0.07723717223397451,0.07838172406031961,1.0148186655886093,0.9648295547587441,1.0671671085326362,1393,True,False,build,
inv_h8_fcf_divergence,12,mst,0-12,297665,274859,240884,5221,4781,launch_200,0.9233836695614197,0.8763911678351446,0.01899519389941752,0.01984772753690573,1.0448815443528772,1.01595950556164,1.074609790139278,4781,True,False,build,
inv_h8_fcf_divergence,12,mst,13-24,33927,32675,29088,357,328,launch_200,0.963097238187874,0.8902218821729151,0.010925784238714613,0.011276127612761276,1.0320657415881644,0.9267631004557751,1.149181537814288,328,True,False,build,
inv_h8_fcf_divergence,12,mst,>24,61837,57481,51756,643,607,launch_200,0.9295567378753821,0.9004018719228962,0.011186305039926236,0.01172810881830126,1.0484345614071147,0.9686988415646977,1.1346492862143989,607,True,False,build,
inv_ctl_divyield_gt_2,0,all,ALL,393429,393361,294244,7406,6402,launch_200,0.9998271606821053,0.7480253507592263,0.018827489252874585,0.021757452998191977,1.155621586392357,1.1279532838926412,1.1839531258233467,6402,True,False,build,
inv_ctl_divyield_gt_2,0,drawdown,0-10,304121,304063,228455,4571,4216,launch_200,0.9998092864353333,0.7513410049890976,0.015033068804820054,0.018454400210107025,1.2275870249586025,1.191410227167482,1.2648410516294846,4216,True,False,build,
inv_ctl_divyield_gt_2,0,drawdown,10-20,38904,38896,29519,543,500,launch_200,0.9997943656179313,0.7589212258329905,0.013960304401480873,0.016938243165418882,1.21331474431332,1.1122826982913625,1.3233516261482812,500,True,False,build,
inv_ctl_divyield_gt_2,0,drawdown,20-30,28427,28425,21588,491,436,launch_200,0.9999296443522003,0.7594722955145119,0.017273526824978014,0.020196405410413194,1.1692114537494807,1.0654161919976675,1.28289040242911,436,True,False,build,
inv_ctl_divyield_gt_2,0,drawdown,>30,21977,21977,14682,1801,1250,launch_200,1.0,0.6680620648860172,0.0819493106429449,0.08513826454161558,1.0389137367190924,0.9851420813707287,1.0953338033186284,1250,True,False,build,
inv_ctl_divyield_gt_2,0,mst,0-12,297665,297620,218584,6276,5369,launch_200,0.999848823341676,0.7344398897923526,0.021087292520663933,0.02456263953445815,1.1648076447172457,1.1344296201828665,1.195978120705759,5369,True,False,build,
inv_ctl_divyield_gt_2,0,mst,13-24,33927,33917,26301,393,365,launch_200,0.9997052495062929,0.7754518383111714,0.011587109708995489,0.013877799323219649,1.1976929253069741,1.0816600572413009,1.3259793124780452,365,True,False,build,
inv_ctl_divyield_gt_2,0,mst,>24,61837,61824,49359,737,668,launch_200,0.9997897698788751,0.7983792701863354,0.01192093685300207,0.013533499463117162,1.135271466496276,1.052884712934502,1.2240096071937254,668,True,False,build,
