feature,lag,decile,rows,k_win,k_loss,median_fwd_12m,coverage,win_100_rate,loss_50_rate,ratio,sufficient
rev_growth_accel,6,2,50006,1861,3418,0.05601053106865217,0.8961022213147346,0.03721553413590369,0.0683517977842659,0.5444704505558806,True
rev_growth_accel,6,3,50010,1667,2952,0.07213522685956864,0.8961022213147346,0.03333333333333333,0.05902819436112777,0.5647018970189702,True
rev_growth_accel,6,4,50002,1435,2519,0.07755432852297117,0.8961022213147346,0.028698852045918162,0.05037798488060478,0.5696705041683208,True
rev_growth_accel,6,5,49972,1237,2307,0.0763246485806166,0.8961022213147346,0.024753862162811176,0.04616585287761146,0.5361941915908106,True
rev_growth_accel,6,6,50040,1178,2257,0.07525818487565128,0.8961022213147346,0.023541167066346923,0.0451039168665068,0.5219317678334071,True
rev_growth_accel,6,7,50020,1338,2240,0.07726579457994265,0.8961022213147346,0.026749300279888043,0.044782087165133946,0.5973214285714286,True
rev_growth_accel,6,8,49990,1534,2550,0.07138980314033283,0.8961022213147346,0.03068613722744549,0.051010202040408084,0.6015686274509804,True
rev_growth_accel,6,9,50026,1619,3114,0.06173186665899877,0.8961022213147346,0.03236317115100148,0.062247631231759484,0.5199100834938986,True
rev_growth_accel,6,10,50136,2344,5028,0.024581423115550338,0.8961022213147346,0.04675283229615446,0.10028721876495932,0.46618933969769294,True
rev_growth_accel,12,1,48889,2440,4778,0.024155001707067303,0.8741237072779312,0.04990897747959664,0.0977315960645544,0.5106739221431562,True
rev_growth_accel,12,2,48770,1812,3214,0.05729410966250803,0.8741237072779312,0.0371539881074431,0.06590116875128152,0.5637834474175483,True
rev_growth_accel,12,3,48782,1489,2718,0.07610781625817675,0.8741237072779312,0.030523553769833137,0.0557172727645443,0.5478292862398823,True
rev_growth_accel,12,4,48776,1463,2362,0.08128975934041272,0.8741237072779312,0.029994259471871412,0.048425455141873054,0.6193903471634208,True
rev_growth_accel,12,5,48735,1213,2199,0.07893175074183989,0.8741237072779312,0.02488970965425259,0.045121575869498304,0.5516143701682583,True
rev_growth_accel,12,6,48827,1112,2295,0.07561597281223431,0.8741237072779312,0.02277428471951994,0.04700268294181498,0.4845315904139434,True
rev_growth_accel,12,7,48793,1275,2270,0.07641791044776136,0.8741237072779312,0.02613079745045396,0.046523066833357246,0.5616740088105727,True
rev_growth_accel,12,8,48764,1399,2362,0.06998335608147765,0.8741237072779312,0.028689196948568616,0.04843737183167911,0.59229466553768,True
rev_growth_accel,12,9,48790,1646,2898,0.06173863237366006,0.8741237072779312,0.033736421397827426,0.0593974175035868,0.5679779158040028,True
rev_growth_accel,12,10,48913,2241,4683,0.0295900823454891,0.8741237072779312,0.04581604072536953,0.09574141843681638,0.478539397821909,True
op_margin_delta,0,1,53581,3074,6941,0.016030534351145098,0.9582119867172472,0.05737108303316474,0.12954218846232807,0.4428756663304999,True
op_margin_delta,0,2,53465,2027,3967,0.055457227138643095,0.9582119867172472,0.03791265313756663,0.07419807350603198,0.5109654650869674,True
op_margin_delta,0,3,53485,1647,2983,0.069567627494457,0.9582119867172472,0.03079368047116014,0.05577264653641208,0.5521287294669796,True
op_margin_delta,0,4,53470,1426,2489,0.0738861272389143,0.9582119867172472,0.026669160276790723,0.04654946699083598,0.5729208517476898,True
