label,lag,field,winners,population,winner_median,winner_coverage,population_median,population_coverage,winner_mean,population_mean
launch_300,6,quarters_since_loss,4301,529158,0.0,0.9993024877935364,6.0,0.9996428287959361,2.9536993950674733,6.385171909885078
launch_300,6,ev11_t12,4301,529158,1.0,0.9981399674494303,1.0,0.9952547254317236,1.9019333799208014,1.7898497475538644
launch_300,6,ev12_t12,4301,529158,0.0,0.9981399674494303,0.0,0.9952547254317236,0.1793617516887957,0.16906011047247968
launch_300,6,ev21_t12,4301,529158,0.0,0.9981399674494303,0.0,0.9952547254317236,0.18867924528301888,0.22573374575379715
launch_300,6,ev22_t12,4301,529158,4.0,0.9981399674494303,4.0,0.9952547254317236,4.066154204518984,4.0432737678179125
launch_300,6,ev23_t12,4301,529158,0.0,0.9981399674494303,0.0,0.9952547254317236,0.6477987421383647,0.6425005743885372
launch_300,6,ev32_t12,4301,529158,0.0,0.9981399674494303,0.0,0.9952547254317236,0.24761239226648032,0.17690787187622828
launch_300,6,ev52_t12,4301,529158,2.0,0.9981399674494303,2.0,0.9952547254317236,2.4609829955741906,2.352403032771477
launch_300,6,ev53_t12,4301,529158,0.0,0.9981399674494303,0.0,0.9952547254317236,0.36641043559282555,0.369251130263725
launch_300,6,ev71_t12,4301,529158,1.0,0.9981399674494303,1.0,0.9952547254317236,2.5355229443279756,2.7129386477089965
launch_300,6,ev81_t12,4301,529158,2.0,0.9981399674494303,2.0,0.9952547254317236,2.759841602608898,3.0107434391537407
launch_300,6,ev_total_t12,4301,529158,14.0,0.9981399674494303,14.0,0.9952547254317236,15.354297693920335,15.492662067760758
launch_300,6,insider_net_buys_12m,4301,529158,1.0,0.8414322250639387,0.0,0.8123377138775186,5.912130422768721,6.052736387851717
launch_300,6,officer_buys_12m,4301,529158,0.0,0.8414322250639387,0.0,0.8123377138775186,2.0091185410334345,1.8626211164229798
launch_300,6,inst_pct,4301,529158,0.7432697419859265,0.6400837014647757,0.8164894788937898,0.5518484082258985,0.693040296074918,0.7700748555095478
launch_300,6,inst_pct_delta_4q,4301,529158,0.018918519251230448,0.5308067891188096,0.00801722189386278,0.45865129129673937,0.03652668281633758,0.020495139253026474
launch_300,6,spy_drawdown,4301,529158,-0.05924146811444653,1.0,-0.02999186209957816,1.0,-0.08866169972187593,-0.0721150281468152
launch_300,6,months_since_trough,4301,529158,2.0,1.0,3.0,1.0,5.653568937456406,9.216062121332381
