lag,bucket_type,bucket,label,cell,rows,row_share,pool_share_of_all,events,rate,base,coverage,lift,ci_low,ci_high,sufficient,window,members,unconfirmed
3,drawdown,0-10,win_50,decile 10,10835,0.10034544393713477,0.03562726677868348,932,0.08601753576372866,0.07433990572066274,0.3550461822761335,1.1570842729737298,1.0880241795890657,1.2300916947659322,True,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
3,drawdown,0-10,win_50,deciles 8-10,32412,0.300175037276457,0.10657600099960213,2614,0.08064914229297791,0.07433990572066274,0.3550461822761335,1.0848701180227827,1.0456591735442415,1.1254180409741548,True,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
3,drawdown,0-10,win_100,decile 10,10835,0.10034544393713477,0.03562726677868348,135,0.012459621596677434,0.009798382988969873,0.3550461822761335,1.2715997742386005,1.0753823124491473,1.503086752039428,True,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
3,drawdown,0-10,win_100,deciles 8-10,32412,0.300175037276457,0.10657600099960213,381,0.011754905590522028,0.009798382988969873,0.3550461822761335,1.1996781105366703,1.0856927572049357,1.325473530902819,True,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
3,drawdown,0-10,launch_300,decile 10,10835,0.10034544393713477,0.03562726677868348,40,0.0036917397323488694,0.002417181436787464,0.3550461822761335,1.5272911152484057,1.122143398920241,2.07797990502449,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
3,drawdown,0-10,launch_300,deciles 8-10,32412,0.300175037276457,0.10657600099960213,103,0.0031778353696161913,0.002417181436787464,0.3550461822761335,1.3146863207089943,1.084401325403675,1.593686079381258,True,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
3,drawdown,10-20,win_50,decile 10,157,0.10044785668586052,0.004035574748097882,38,0.24203821656050956,0.17978246960972488,0.04017581739666872,1.346283745494934,1.0107756393071532,1.7503306064609954,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
3,drawdown,10-20,win_50,deciles 8-10,469,0.3000639795265515,0.012055315648776476,103,0.21961620469083157,0.17978246960972488,0.04017581739666872,1.2215662915721344,1.0262970647469645,1.4421760781672601,True,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
3,drawdown,10-20,win_100,decile 10,157,0.10044785668586052,0.004035574748097882,5,0.03184713375796178,0.019193857965451054,0.04017581739666872,1.659235668789809,0.7126439429229449,3.770901610140811,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
3,drawdown,10-20,win_100,deciles 8-10,469,0.3000639795265515,0.012055315648776476,13,0.02771855010660981,0.019193857965451054,0.04017581739666872,1.4441364605543712,0.8476232068351461,2.4404556587404493,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
