feature,direction,lag,bucket_type,bucket,label,decile,rows,row_share,events,rate,base,coverage,lift,ci_low,ci_high,sufficient,window
ret_6m_skip1,HIGH,0,all,ALL,launch_300,1,39361,0.10014222072962542,730,0.01854627677142349,0.0065894756660077195,0.9990392167328793,2.814529973469025,2.619276109580049,3.024043897886595,True,build
ret_6m_skip1,HIGH,0,all,ALL,launch_300,2,39278,0.0999310522044213,336,0.008554407047201996,0.0065894756660077195,0.9990392167328793,1.2981923723203828,1.1670862318584037,1.4438852759714524,True,build
ret_6m_skip1,HIGH,0,all,ALL,launch_300,3,39294,0.09997175939000283,207,0.005267979844251031,0.0065894756660077195,0.9990392167328793,0.7994535697925529,0.6979305153433052,0.9156549543175249,True,build
ret_6m_skip1,HIGH,0,all,ALL,launch_300,4,39283,0.09994377319991553,144,0.0036657078125397753,0.0065894756660077195,0.9990392167328793,0.5562973441801433,0.47267466018777404,0.6546500195892945,True,build
ret_6m_skip1,HIGH,0,all,ALL,launch_300,5,39265,0.09989797761613632,124,0.0031580287788106455,0.0065894756660077195,0.9990392167328793,0.4792534245329355,0.4020909894381256,0.5711676765405801,True,build
ret_6m_skip1,HIGH,0,all,ALL,launch_300,6,39313,0.10002009917288088,113,0.0028743672576501413,0.0065894756660077195,0.9990392167328793,0.43620576254310645,0.3629321879591645,0.5242215562301181,True,build
ret_6m_skip1,HIGH,0,all,ALL,launch_300,7,39306,0.10000228977918896,119,0.0030275276039281535,0.0065894756660077195,0.9990392167328793,0.45944893909326817,0.3840702916695862,0.549567888037108,True,build
ret_6m_skip1,HIGH,0,all,ALL,launch_300,8,39271,0.0999132428107294,140,0.003564971607547554,0.0065894756660077195,0.9990392167328793,0.5410099055282523,0.4586231430427647,0.6381341505372975,True,build
ret_6m_skip1,HIGH,0,all,ALL,launch_300,9,39301,0.09998956878369473,195,0.0049617058090124936,0.0065894756660077195,0.9990392167328793,0.7529742972734245,0.6546445559348478,0.8659888398528153,True,build
ret_6m_skip1,HIGH,0,all,ALL,launch_300,10,39379,0.10018801631340463,482,0.01224002641001549,0.0065894756660077195,0.9990392167328793,1.857511436479922,1.6997721841580467,2.0296909296669194,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,1,30427,0.10014844364572327,4477,0.147139054129556,0.10229774964699377,0.99900697419777,1.4383410645620196,1.3998670251960814,1.4776859667227196,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,2,30358,0.09992133474206683,3421,0.11268858291060017,0.10229774964699377,0.99900697419777,1.1015744070564875,1.067280836350686,1.1368260368514926,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,3,30375,0.09997728910963435,2904,0.09560493827160493,0.10229774964699377,0.99900697419777,0.934575184708518,0.9027479005923846,0.9674022264851754,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,4,30364,0.09994108334238477,2608,0.08589118693189303,0.10229774964699377,0.99900697419777,0.8396195148796913,0.8093204093622259,0.8709427635227339,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,5,30354,0.09990816900852152,2374,0.0782104500230612,0.10229774964699377,0.99900697419777,0.7645373460603743,0.7355291414007251,0.7945890328872295,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,6,30384,0.10000691201011129,2370,0.07800157977883096,0.10229774964699377,0.99900697419777,0.7624955587781417,0.733537765153476,0.7924963206282367,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,7,30383,0.10000362057672496,2529,0.08323733666853174,0.10229774964699377,0.99900697419777,0.8136771039027234,0.7838260182498613,0.8445582515158325,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,8,30356,0.09991475187529417,2641,0.08700092238766637,0.10229774964699377,0.99900697419777,0.8504676074291637,0.8199836758069906,0.8819732068063484,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,9,30377,0.099983871976407,3331,0.10965533133620832,0.10229774964699377,0.99900697419777,1.0719232017772031,1.0380562996613139,1.106755062220071,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_50,10,30441,0.10019452371313183,4425,0.14536316152557407,0.10229774964699377,0.99900697419777,1.4209810286852764,1.3827131112565874,1.4601237893416363,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,1,30427,0.10014844364572327,1453,0.04775363985933546,0.022493655762147857,0.99900697419777,2.122982602929974,2.0189758439793013,2.232065427863693,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,2,30358,0.09992133474206683,711,0.023420515185453586,0.022493655762147857,0.99900697419777,1.0412053706656896,0.9682116953918171,1.119560386255441,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,3,30375,0.09997728910963435,550,0.01810699588477366,0.022493655762147857,0.99900697419777,0.8049823504120646,0.74097752902635,0.874405253555072,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,4,30364,0.09994108334238477,435,0.014326175734422342,0.022493655762147857,0.99900697419777,0.6368985053345715,0.5801497575952318,0.6991098218014127,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,5,30354,0.09990816900852152,376,0.012387164788825195,0.022493655762147857,0.99900697419777,0.5506959348809017,0.4980574513531318,0.6088206025486185,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,6,30384,0.10000691201011129,376,0.012374934175882044,0.022493655762147857,0.99900697419777,0.5501521987682626,0.49756540893275886,0.6082198940520832,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,7,30383,0.10000362057672496,426,0.014020998584734885,0.022493655762147857,0.99900697419777,0.6233312509534048,0.5672273677777131,0.6848977175765831,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,8,30356,0.09991475187529417,452,0.01488997232837001,0.022493655762147857,0.99900697419777,0.6619631991268727,0.6040647662836527,0.7253192971992829,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,9,30377,0.099983871976407,653,0.021496526977647562,0.022493655762147857,0.99900697419777,0.9556706657626434,0.8858080124046449,1.0309129370947736,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,win_100,10,30441,0.10019452371313183,1402,0.046056305640419175,0.022493655762147857,0.99900697419777,2.04752424983414,1.945366080458185,2.154775193291236,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,1,30427,0.10014844364572327,434,0.014263647418411279,0.005368327853096745,0.99900697419777,2.6570000582552398,2.4199902546871725,2.9168539485036016,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,2,30358,0.09992133474206683,190,0.0062586468146781735,0.005368327853096745,0.99900697419777,1.165846607350526,1.0118314833138602,1.3431350624969876,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,3,30375,0.09997728910963435,131,0.004312757201646091,0.005368327853096745,0.99900697419777,0.803370680715459,0.6772851501254931,0.952808190118413,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,4,30364,0.09994108334238477,81,0.0026676327229614018,0.005368327853096745,0.99900697419777,0.4969206046949173,0.3999410154142904,0.6173381618603233,False,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,5,30354,0.09990816900852152,78,0.002569677801937142,0.005368327853096745,0.99900697419777,0.478673783020687,0.3836678731206941,0.5971299992488794,False,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,6,30384,0.10000691201011129,74,0.002435492364402317,0.005368327853096745,0.99900697419777,0.45367802247722105,0.36149791885340316,0.5692916010653565,False,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,7,30383,0.10000362057672496,84,0.002764703946285752,0.005368327853096745,0.99900697419777,0.5150028131554818,0.4161167201448086,0.6373076471263074,False,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,8,30356,0.09991475187529417,93,0.003063644748978785,0.005368327853096745,0.99900697419777,0.5706888313856441,0.4660097523367439,0.6987933864399903,False,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,9,30377,0.099983871976407,121,0.003983276821279257,0.005368327853096745,0.99900697419777,0.7419958188621966,0.6212267222807453,0.8861308778738854,True,build
ret_6m_skip1,HIGH,0,drawdown,0-10,launch_300,10,30441,0.10019452371313183,345,0.0113333990341973,0.005368327853096745,0.99900697419777,2.1111600007178355,1.9008564814988982,2.3444348474524404,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,1,3893,0.10015178410640323,394,0.10120729514513228,0.08000823235831339,0.9991517581739667,1.264961019159626,1.1514159595535407,1.38833319237915,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,2,3885,0.09994597514856834,348,0.08957528957528957,0.08000823235831339,0.9991517581739667,1.11957591031546,1.0123477698899797,1.2369386077810924,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,3,3885,0.09994597514856834,283,0.07284427284427285,0.08000823235831339,0.9991517581739667,0.9104597201703312,0.8135088119421835,1.0179583219752317,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,4,3884,0.09992024902883898,273,0.07028836251287332,0.08000823235831339,0.9991517581739667,0.8785141283723148,0.7832481253552028,0.9843936669123973,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,5,3883,0.09989452290910962,261,0.06721607004893124,0.08000823235831339,0.9991517581739667,0.8401144240746001,0.7469273803214546,0.9439936366855157,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,6,3890,0.10007460574721515,266,0.06838046272493574,0.08000823235831339,0.9991517581739667,0.8546678349134975,0.7607617378029086,0.9592181641996322,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,7,3886,0.0999717012682977,270,0.06948018528049409,0.08000823235831339,0.9991517581739667,0.8684129524238218,0.7737143771201574,0.9737395572687004,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,8,3883,0.09989452290910962,280,0.07210919392222509,0.08000823235831339,0.9991517581739667,0.9012721790838623,0.8047818542392797,1.0083337854263235,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,9,3887,0.09999742738802707,328,0.084383843581168,0.08000823235831339,0.9991517581739667,1.0546895124898976,0.9505341915990734,1.1691023066973085,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_50,10,3895,0.10020323634586195,407,0.10449293966623877,0.08000823235831339,0.9991517581739667,1.3060273497641053,1.1907874240253844,1.4310084242285903,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,1,3893,0.10015178410640323,112,0.028769586437194964,0.015538576316534177,0.9991517581739667,1.8514943615897441,1.542309204591523,2.220470479720068,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,2,3885,0.09994597514856834,80,0.02059202059202059,0.015538576316534177,0.9991517581739667,1.3252192589940934,1.0668351570387387,1.644557047811208,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,3,3885,0.09994597514856834,41,0.010553410553410553,0.015538576316534177,0.9991517581739667,0.6791748702344729,0.5012710436251077,0.919308729363374,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,4,3884,0.09992024902883898,43,0.011071060762100926,0.015538576316534177,0.9991517581739667,0.7124887464960681,0.5296375596510463,0.9575201393074605,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,5,3883,0.09989452290910962,48,0.012361576100952872,0.015538576316534177,0.9991517581739667,0.7955411003644687,0.6008659022396402,1.0522483367969433,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,6,3890,0.10007460574721515,32,0.008226221079691516,0.015538576316534177,0.9991517581739667,0.5294063569349154,0.3753982916989509,0.7458600538660308,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,7,3886,0.0999717012682977,32,0.008234688625836336,0.015538576316534177,0.9991517581739667,0.5299512939981527,0.37578508939566074,0.746626268041314,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,8,3883,0.09989452290910962,48,0.012361576100952872,0.015538576316534177,0.9991517581739667,0.7955411003644687,0.6008659022396402,1.0522483367969433,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,9,3887,0.09999742738802707,61,0.01569333676357088,0.015538576316534177,0.9991517581739667,1.0099597571800722,0.787528996155934,1.2939353896405408,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,win_100,10,3895,0.10020323634586195,107,0.027471116816431322,0.015538576316534177,0.9991517581739667,1.7679301022706986,1.4663500298304655,2.129435133446037,True,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,1,3893,0.10015178410640323,40,0.010274852298998202,0.004321988114532685,0.9991517581739667,2.377343950680709,1.7479999746288872,3.230087472179602,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,2,3885,0.09994597514856834,15,0.003861003861003861,0.004321988114532685,0.9991517581739667,0.8933397683397684,0.5417102474238512,1.4717602505255145,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,3,3885,0.09994597514856834,13,0.0033462033462033462,0.004321988114532685,0.9991517581739667,0.7742277992277992,0.4527151740403667,1.3227667070456521,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,4,3884,0.09992024902883898,6,0.001544799176107106,0.004321988114532685,0.9991517581739667,0.35742790937178165,0.16385552196122863,0.7789086281269637,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,5,3883,0.09989452290910962,11,0.0028328611898017,0.004321988114532685,0.9991517581739667,0.6554532577903683,0.3661715430730961,1.17211284848548,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,6,3890,0.10007460574721515,6,0.0015424164524421595,0.004321988114532685,0.9991517581739667,0.35687660668380466,0.16360272208386803,0.7777087276413889,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,7,3886,0.0999717012682977,4,0.001029336078229542,0.004321988114532685,0.9991517581739667,0.2381626351003603,0.09263311595872954,0.6117188679516439,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,8,3883,0.09989452290910962,13,0.003347926860674736,0.004321988114532685,0.9991517581739667,0.7746265773886171,0.4529484719985672,1.3234469950414296,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,9,3887,0.09999742738802707,20,0.005145356315924878,0.004321988114532685,0.9991517581739667,1.1905068175971185,0.7712564855497767,1.8358447432873493,False,build
ret_6m_skip1,HIGH,0,drawdown,10-20,launch_300,10,3895,0.10020323634586195,40,0.010269576379974325,0.004321988114532685,0.9991517581739667,2.3761232349165593,1.7471013706499872,3.228432452216975,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,1,2841,0.10006339814032121,528,0.18585005279831046,0.18702451394759087,0.9987687761635066,0.9937202823068985,0.9195265312161761,1.0724503835798167,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,2,2839,0.09999295576218653,479,0.16872138076787602,0.18702451394759087,0.9987687761635066,0.9021351116311743,0.8308806180588698,0.9781766601981824,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,3,2838,0.09995773457311918,441,0.1553911205073996,0.18702451394759087,0.9987687761635066,0.8308596409502993,0.7620886880309171,0.9046120265743023,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,4,2839,0.09999295576218653,448,0.15780204297287778,0.18702451394759087,0.9987687761635066,0.8437505845736245,0.7745269889845897,0.9179190221906809,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,5,2835,0.09985207100591716,442,0.1559082892416226,0.18702451394759087,0.9987687761635066,0.8336248866569018,0.7647187018369653,0.9075102846643307,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,6,2840,0.10002817695125388,480,0.16901408450704225,0.18702451394759087,0.9987687761635066,0.9037001671043208,0.8324049352553311,0.9797765424906658,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,7,2840,0.10002817695125388,532,0.18732394366197183,0.18702451394759087,0.9987687761635066,1.0016010185406223,0.9271513668753405,1.0805673249518313,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,8,2837,0.09992251338405185,605,0.213253436728939,0.18702451394759087,0.9987687761635066,1.1402432345777846,1.061753520820354,1.222879421641868,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,9,2840,0.10002817695125388,659,0.23204225352112676,0.18702451394759087,0.9987687761635066,1.240705021086974,1.159661552631517,1.3256191812785236,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_50,10,2843,0.1001338405184559,696,0.24481181850158285,0.18702451394759087,0.9987687761635066,1.308982514293209,1.2263512783994466,1.3952960990004633,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,1,2841,0.10006339814032121,144,0.050686378035902854,0.03927162581008735,0.9987687761635066,1.2906615651976268,1.1002767135730764,1.5119450181212033,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,2,2839,0.09999295576218653,81,0.028531172948221203,0.03927162581008735,0.9987687761635066,0.7265085760949743,0.5860531996487448,0.8994089426512066,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,3,2838,0.09995773457311918,67,0.023608174770965468,0.03927162581008735,0.9987687761635066,0.601150939997535,0.47446710125777364,0.760630090078643,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,4,2839,0.09999295576218653,82,0.028883409651285663,0.03927162581008735,0.9987687761635066,0.7354778177751592,0.594085970267757,0.9092904155792582,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,5,2835,0.09985207100591716,62,0.021869488536155203,0.03927162581008735,0.9987687761635066,0.5568775950838731,0.4353667705447215,0.711338207502925,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,6,2840,0.10002817695125388,84,0.029577464788732393,0.03927162581008735,0.9987687761635066,0.7531510137055517,0.6099542268634631,0.9287094046283245,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,7,2840,0.10002817695125388,86,0.03028169014084507,0.03927162581008735,0.9987687761635066,0.7710831806985411,0.626055666909372,0.9484238530533038,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,8,2837,0.09992251338405185,107,0.03771589707437434,0.03927162581008735,0.9987687761635066,0.960385425771871,0.797208797721017,1.1553973771676194,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,9,2840,0.10002817695125388,155,0.05457746478873239,0.03927162581008735,0.9987687761635066,1.3897429419566727,1.1919257287648661,1.618201943443439,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,win_100,10,2843,0.1001338405184559,247,0.08688005627857896,0.03927162581008735,0.9987687761635066,2.21228570211786,1.962640321465585,2.4903207422268636,True,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,1,2841,0.10006339814032121,18,0.006335797254487857,0.004825302902225979,0.9987687761635066,1.313036172623498,0.8313455956615459,2.07102311469706,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,2,2839,0.09999295576218653,10,0.003522367030644593,0.004825302902225979,0.9987687761635066,0.7299784287157758,0.3967481527253242,1.3412751922465036,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,3,2838,0.09995773457311918,4,0.0014094432699083862,0.004825302902225979,0.9987687761635066,0.2920942578046635,0.1136171606930693,0.7499195095075959,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,4,2839,0.09999295576218653,11,0.0038746037337090526,0.004825302902225979,0.9987687761635066,0.8029762715873535,0.4486599588047395,1.435161791677863,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,5,2835,0.09985207100591716,4,0.0014109347442680777,0.004825302902225979,0.9987687761635066,0.2924033522573669,0.11373741954289886,0.7507118095477664,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,6,2840,0.10002817695125388,6,0.002112676056338028,0.004825302902225979,0.9987687761635066,0.43783283643466636,0.20073494440826697,0.9536886976120754,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,7,2840,0.10002817695125388,7,0.0024647887323943664,0.004825302902225979,0.9987687761635066,0.5108049758404442,0.2475413009018228,1.0526294785091765,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,8,2837,0.09992251338405185,11,0.0038773352132534366,0.004825302902225979,0.9987687761635066,0.8035423458006684,0.44897644515024565,1.4361715474178438,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,9,2840,0.10002817695125388,25,0.008802816901408451,0.004825302902225979,0.9987687761635066,1.8243034851444435,1.2371653163079361,2.6864539361348827,False,build
ret_6m_skip1,HIGH,0,drawdown,20-30,launch_300,10,2843,0.1001338405184559,41,0.014421385860007034,0.004825302902225979,0.9987687761635066,2.988700637498684,2.206796005307285,4.042185325444293,False,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,1,2200,0.10014110792480313,1111,0.505,0.2962811234011562,0.9996359830732129,1.7044622829927791,1.6339794172697015,1.7748863169536142,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,2,2196,0.09995903318312167,904,0.4116575591985428,0.2962811234011562,0.9996359830732129,1.3894154122035314,1.320522618222253,1.4593495645580037,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,3,2196,0.09995903318312167,838,0.38160291438979965,0.2962811234011562,0.9996359830732129,1.2879757914010612,1.2201546898657858,1.3571925278694836,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,4,2196,0.09995903318312167,749,0.3410746812386157,0.2962811234011562,0.9996359830732129,1.1511859997128817,1.085252293383959,1.218993077548221,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,5,2193,0.09982247712686057,626,0.28545371637026906,0.2962811234011562,0.9996359830732129,0.963455629887608,0.9009669814428873,1.028476749338882,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,6,2199,0.10009558923938276,570,0.2592087312414734,0.2962811234011562,0.9996359830732129,0.8748742689574327,0.8145127189012479,0.9380703401212361,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,7,2197,0.10000455186854204,476,0.216659080564406,0.2962811234011562,0.9996359830732129,0.7312618437424235,0.6748154504033478,0.7910466706769316,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,8,2195,0.0999135144977013,440,0.20045558086560364,0.2962811234011562,0.9996359830732129,0.6765722316848127,0.6218331307911308,0.7348438923385822,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,9,2197,0.10000455186854204,396,0.18024578971324534,0.2962811234011562,0.9996359830732129,0.6083606935336129,0.5560086051461044,0.6644802511593401,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,10,2200,0.10014110792480313,399,0.18136363636363637,0.2962811234011562,0.9996359830732129,0.6121336191846254,0.5596790218773056,0.6683374042494098,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_100,1,2200,0.10014110792480313,594,0.27,0.09836587919340889,0.9996359830732129,2.7448542341508566,2.560452924471695,2.937406887309946,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_100,2,2196,0.09995903318312167,404,0.18397085610200364,0.09836587919340889,0.9996359830732129,1.8702710493775652,1.7111837203433855,2.04057901401353,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_100,3,2196,0.09995903318312167,271,0.12340619307832422,0.09836587919340889,0.9996359830732129,1.2545630058943567,1.1213631724690785,1.4011338272773826,True,build
ret_6m_skip1,HIGH,0,drawdown,>30,win_100,4,2196,0.09995903318312167,229,0.10428051001821494,0.09836587919340889,0.9996359830732129,1.0601288868996595,0.9371278835808005,1.1971799368149907,True,build
