feature,direction,lag,bucket_type,bucket,label,decile,rows,row_share,events,rate,base,coverage,lift,ci_low,ci_high,sufficient
fcf_ps_slope,HIGH,12,drawdown,>30,win_50,2,2076,0.0999422299248989,588,0.2832369942196532,0.2919795879067976,0.9451699504026937,0.9700575175483325,0.9050947281200415,1.0377626932524273,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_50,3,2076,0.0999422299248989,572,0.27552986512524086,0.2919795879067976,0.9451699504026937,0.9436613946218472,0.8793040043795107,1.0108586782075717,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_50,4,2076,0.0999422299248989,538,0.2591522157996146,0.2919795879067976,0.9451699504026937,0.8875696334030659,0.8245807235848375,0.953605639083299,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_50,5,2076,0.0999422299248989,626,0.3015414258188825,0.2919795879067976,0.9451699504026937,1.0327483094987349,0.966442211134714,1.1015652148530477,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_50,6,2076,0.0999422299248989,623,0.30009633911368017,0.2919795879067976,0.9451699504026937,1.027799036450019,0.9615942722327152,1.0965328902327862,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_50,7,2078,0.10003851338340074,598,0.287776708373436,0.2919795879067976,0.9451699504026937,0.985605570706185,0.9203281245700342,1.0535653893328447,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_50,8,2074,0.09984594646639708,601,0.289778206364513,0.2919795879067976,0.9451699504026937,0.9924604950706784,0.9269717479020588,1.0606114320878537,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_50,9,2078,0.10003851338340074,609,0.29307025986525503,0.2919795879067976,0.9451699504026937,1.0037354390636566,0.9380657268627595,1.0720206165047326,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_50,10,2082,0.1002310803004044,663,0.3184438040345821,0.2919795879067976,0.9451699504026937,1.090637213092554,1.0232993696170662,1.1602654151030294,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,1,2080,0.10013479684190256,240,0.11538461538461539,0.09551319083381475,0.9451699504026937,1.2080490074441688,1.0716642943308436,1.3592802453699862,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,2,2076,0.0999422299248989,187,0.09007707129094412,0.09551319083381475,0.9451699504026937,0.9430851435763565,0.8219496632165479,1.0800744763343535,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,3,2076,0.0999422299248989,179,0.08622350674373795,0.09551319083381475,0.9451699504026937,0.9027392550811113,0.7841877566506109,1.0372936433001472,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,4,2076,0.0999422299248989,168,0.08092485549132948,0.09551319083381475,0.9451699504026937,0.8472636584001492,0.7323885292494569,0.9783466037511046,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,5,2076,0.0999422299248989,212,0.10211946050096339,0.09551319083381475,0.9451699504026937,1.0691660451239977,0.9403940806670632,1.2133261201342855,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,6,2076,0.0999422299248989,188,0.0905587668593449,0.09551319083381475,0.9451699504026937,0.9481283796382622,0.8266749550584617,1.0854170269424577,True
